
#################################################################
Log started at 2025-06-16_16-27-12.465813 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Acceleration: X=0.377544, Y=0.090683, Z=9.781774 m/s^2 Time of Week: 4.432000, Week Number: 0
Acceleration: X=0.389066, Y=0.087838, Z=9.790002 m/s^2 Time of Week: 7.003000, Week Number: 0
Acceleration: X=0.384368, Y=0.085620, Z=9.789617 m/s^2 Time of Week: 7.006000, Week Number: 0
Acceleration: X=0.388391, Y=0.086211, Z=9.793192 m/s^2 Time of Week: 7.009000, Week Number: 0
Acceleration: X=0.386813, Y=0.089119, Z=9.796842 m/s^2 Time of Week: 7.012000, Week Number: 0
Acceleration: X=0.392306, Y=0.086806, Z=9.796478 m/s^2 Time of Week: 7.015000, Week Number: 0
Acceleration: X=0.389871, Y=0.082520, Z=9.802734 m/s^2 Time of Week: 7.018000, Week Number: 0
Acceleration: X=0.393605, Y=0.083362, Z=9.792211 m/s^2 Time of Week: 7.021000, Week Number: 0
Acceleration: X=0.390753, Y=0.084611, Z=9.794882 m/s^2 Time of Week: 7.024000, Week Number: 0
Acceleration: X=0.396736, Y=0.083365, Z=9.800749 m/s^2 Time of Week: 7.027000, Week Number: 0
Acceleration: X=0.398593, Y=0.083596, Z=9.795893 m/s^2 Time of Week: 7.030000, Week Number: 0
Acceleration: X=0.402584, Y=0.087087, Z=9.810192 m/s^2 Time of Week: 7.033000, Week Number: 0
Acceleration: X=0.400745, Y=0.082570, Z=9.797016 m/s^2 Time of Week: 7.036000, Week Number: 0
Acceleration: X=0.398253, Y=0.073389, Z=9.802756 m/s^2 Time of Week: 7.039000, Week Number: 0
Acceleration: X=0.399917, Y=0.086446, Z=9.802366 m/s^2 Time of Week: 7.042000, Week Number: 0
Acceleration: X=0.401773, Y=0.084157, Z=9.805427 m/s^2 Time of Week: 7.045000, Week Number: 0
Acceleration: X=0.393706, Y=0.086629, Z=9.803934 m/s^2 Time of Week: 7.048000, Week Number: 0
Acceleration: X=0.400724, Y=0.084705, Z=9.797701 m/s^2 Time of Week: 7.051000, Week Number: 0
Acceleration: X=0.400219, Y=0.082117, Z=9.799815 m/s^2 Time of Week: 7.054000, Week Number: 0
Acceleration: X=0.406477, Y=0.095337, Z=9.793771 m/s^2 Time of Week: 7.057000, Week Number: 0
Acceleration: X=0.402411, Y=0.090250, Z=9.801694 m/s^2 Time of Week: 7.060000, Week Number: 0
Acceleration: X=0.400554, Y=0.088213, Z=9.807553 m/s^2 Time of Week: 7.063000, Week Number: 0
Acceleration: X=0.408519, Y=0.082331, Z=9.805398 m/s^2 Time of Week: 7.066000, Week Number: 0
Acceleration: X=0.404121, Y=0.078244, Z=9.797202 m/s^2 Time of Week: 7.069000, Week Number: 0
Acceleration: X=0.405195, Y=0.080604, Z=9.794712 m/s^2 Time of Week: 7.072000, Week Number: 0
Acceleration: X=0.403605, Y=0.081743, Z=9.809419 m/s^2 Time of Week: 7.075000, Week Number: 0
Acceleration: X=0.401427, Y=0.081013, Z=9.803283 m/s^2 Time of Week: 7.078000, Week Number: 0
Acceleration: X=0.395575, Y=0.077394, Z=9.808482 m/s^2 Time of Week: 7.081000, Week Number: 0
Acceleration: X=0.397415, Y=0.075279, Z=9.802397 m/s^2 Time of Week: 7.084000, Week Number: 0
Acceleration: X=0.397524, Y=0.083603, Z=9.797461 m/s^2 Time of Week: 7.087000, Week Number: 0
Acceleration: X=0.396944, Y=0.086447, Z=9.799615 m/s^2 Time of Week: 7.090000, Week Number: 0
Acceleration: X=0.397045, Y=0.084533, Z=9.804809 m/s^2 Time of Week: 7.093000, Week Number: 0
Acceleration: X=0.398808, Y=0.088490, Z=9.805328 m/s^2 Time of Week: 7.096000, Week Number: 0
Acceleration: X=0.397192, Y=0.090573, Z=9.801390 m/s^2 Time of Week: 7.099000, Week Number: 0
Acceleration: X=0.399326, Y=0.092192, Z=9.796354 m/s^2 Time of Week: 7.102000, Week Number: 0
Acceleration: X=0.391218, Y=0.090713, Z=9.797172 m/s^2 Time of Week: 7.105000, Week Number: 0
Acceleration: X=0.395216, Y=0.085825, Z=9.795992 m/s^2 Time of Week: 7.108000, Week Number: 0
Acceleration: X=0.397846, Y=0.087399, Z=9.807593 m/s^2 Time of Week: 7.111000, Week Number: 0
Acceleration: X=0.393519, Y=0.085150, Z=9.805321 m/s^2 Time of Week: 7.114000, Week Number: 0
Acceleration: X=0.394429, Y=0.083630, Z=9.800923 m/s^2 Time of Week: 7.117000, Week Number: 0
Acceleration: X=0.391726, Y=0.078264, Z=9.791644 m/s^2 Time of Week: 7.120000, Week Number: 0
Acceleration: X=0.395238, Y=0.086575, Z=9.796290 m/s^2 Time of Week: 7.123000, Week Number: 0
Acceleration: X=0.397487, Y=0.084068, Z=9.793933 m/s^2 Time of Week: 7.126000, Week Number: 0
Acceleration: X=0.394218, Y=0.075796, Z=9.800400 m/s^2 Time of Week: 7.129000, Week Number: 0
Acceleration: X=0.388060, Y=0.083792, Z=9.798454 m/s^2 Time of Week: 7.132000, Week Number: 0
Acceleration: X=0.388250, Y=0.081515, Z=9.793376 m/s^2 Time of Week: 7.135000, Week Number: 0
Acceleration: X=0.385182, Y=0.090204, Z=9.796312 m/s^2 Time of Week: 7.138000, Week Number: 0
Acceleration: X=0.393707, Y=0.092369, Z=9.794909 m/s^2 Time of Week: 7.141000, Week Number: 0
Acceleration: X=0.388530, Y=0.083674, Z=9.794571 m/s^2 Time of Week: 7.144000, Week Number: 0
Acceleration: X=0.386666, Y=0.077154, Z=9.794459 m/s^2 Time of Week: 7.147000, Week Number: 0
Acceleration: X=0.388663, Y=0.083337, Z=9.796964 m/s^2 Time of Week: 7.150000, Week Number: 0
Acceleration: X=0.397651, Y=0.084196, Z=9.791644 m/s^2 Time of Week: 7.153000, Week Number: 0
Acceleration: X=0.396530, Y=0.085689, Z=9.785944 m/s^2 Time of Week: 7.156000, Week Number: 0
Acceleration: X=0.395051, Y=0.087907, Z=9.787742 m/s^2 Time of Week: 7.159000, Week Number: 0
Acceleration: X=0.399610, Y=0.086206, Z=9.803637 m/s^2 Time of Week: 7.162000, Week Number: 0
Acceleration: X=0.408992, Y=0.085299, Z=9.811312 m/s^2 Time of Week: 7.165000, Week Number: 0
Acceleration: X=0.403683, Y=0.081282, Z=9.809130 m/s^2 Time of Week: 7.168000, Week Number: 0
Acceleration: X=0.405918, Y=0.084491, Z=9.812114 m/s^2 Time of Week: 7.171000, Week Number: 0
Acceleration: X=0.405030, Y=0.080055, Z=9.805243 m/s^2 Time of Week: 7.174000, Week Number: 0
Acceleration: X=0.404900, Y=0.084856, Z=9.805902 m/s^2 Time of Week: 7.177000, Week Number: 0
Acceleration: X=0.397444, Y=0.081584, Z=9.816894 m/s^2 Time of Week: 7.180000, Week Number: 0
Acceleration: X=0.402052, Y=0.083091, Z=9.812098 m/s^2 Time of Week: 7.183000, Week Number: 0
Acceleration: X=0.403052, Y=0.087246, Z=9.805407 m/s^2 Time of Week: 7.186000, Week Number: 0
Acceleration: X=0.404268, Y=0.083216, Z=9.797458 m/s^2 Time of Week: 7.189000, Week Number: 0
Acceleration: X=0.404000, Y=0.082110, Z=9.793657 m/s^2 Time of Week: 7.192000, Week Number: 0
Acceleration: X=0.393707, Y=0.089261, Z=9.796983 m/s^2 Time of Week: 7.195000, Week Number: 0
Acceleration: X=0.393912, Y=0.086855, Z=9.801619 m/s^2 Time of Week: 7.198000, Week Number: 0
Acceleration: X=0.395320, Y=0.086249, Z=9.799308 m/s^2 Time of Week: 7.201000, Week Number: 0
Acceleration: X=0.396795, Y=0.089457, Z=9.796968 m/s^2 Time of Week: 7.204000, Week Number: 0
Acceleration: X=0.393755, Y=0.086635, Z=9.797537 m/s^2 Time of Week: 7.207000, Week Number: 0
Acceleration: X=0.402663, Y=0.086944, Z=9.799457 m/s^2 Time of Week: 7.210000, Week Number: 0
Acceleration: X=0.403198, Y=0.086341, Z=9.809481 m/s^2 Time of Week: 7.213000, Week Number: 0
Acceleration: X=0.402532, Y=0.087046, Z=9.799066 m/s^2 Time of Week: 7.216000, Week Number: 0
Acceleration: X=0.402956, Y=0.086457, Z=9.796226 m/s^2 Time of Week: 7.219000, Week Number: 0
Acceleration: X=0.401481, Y=0.082339, Z=9.790469 m/s^2 Time of Week: 7.222000, Week Number: 0
Acceleration: X=0.395858, Y=0.076961, Z=9.794090 m/s^2 Time of Week: 7.225000, Week Number: 0
Acceleration: X=0.399449, Y=0.084874, Z=9.797394 m/s^2 Time of Week: 7.228000, Week Number: 0
Acceleration: X=0.394007, Y=0.081952, Z=9.808059 m/s^2 Time of Week: 7.231000, Week Number: 0
Acceleration: X=0.392511, Y=0.083453, Z=9.805179 m/s^2 Time of Week: 7.234000, Week Number: 0
Acceleration: X=0.394002, Y=0.083615, Z=9.796643 m/s^2 Time of Week: 7.237000, Week Number: 0
Acceleration: X=0.390839, Y=0.082943, Z=9.797748 m/s^2 Time of Week: 7.240000, Week Number: 0
Acceleration: X=0.389494, Y=0.078062, Z=9.799791 m/s^2 Time of Week: 7.243000, Week Number: 0
Acceleration: X=0.382359, Y=0.082883, Z=9.802581 m/s^2 Time of Week: 7.246000, Week Number: 0
Acceleration: X=0.393237, Y=0.085105, Z=9.805877 m/s^2 Time of Week: 7.249000, Week Number: 0
Acceleration: X=0.394839, Y=0.083761, Z=9.795477 m/s^2 Time of Week: 7.252000, Week Number: 0
Acceleration: X=0.390072, Y=0.085505, Z=9.789594 m/s^2 Time of Week: 7.255000, Week Number: 0
Acceleration: X=0.389688, Y=0.085416, Z=9.787883 m/s^2 Time of Week: 7.258000, Week Number: 0
Acceleration: X=0.396647, Y=0.087505, Z=9.787762 m/s^2 Time of Week: 7.261000, Week Number: 0
Acceleration: X=0.394025, Y=0.089279, Z=9.799308 m/s^2 Time of Week: 7.264000, Week Number: 0
Acceleration: X=0.395122, Y=0.086842, Z=9.803239 m/s^2 Time of Week: 7.267000, Week Number: 0
Acceleration: X=0.394967, Y=0.087586, Z=9.801400 m/s^2 Time of Week: 7.270000, Week Number: 0
Acceleration: X=0.399799, Y=0.087502, Z=9.791128 m/s^2 Time of Week: 7.273000, Week Number: 0
Acceleration: X=0.401628, Y=0.090177, Z=9.794557 m/s^2 Time of Week: 7.276000, Week Number: 0
Acceleration: X=0.401149, Y=0.088140, Z=9.809663 m/s^2 Time of Week: 7.279000, Week Number: 0
Acceleration: X=0.403463, Y=0.085177, Z=9.812821 m/s^2 Time of Week: 7.282000, Week Number: 0
Acceleration: X=0.403305, Y=0.086866, Z=9.808568 m/s^2 Time of Week: 7.285000, Week Number: 0
Acceleration: X=0.402042, Y=0.079707, Z=9.806081 m/s^2 Time of Week: 7.288000, Week Number: 0
Acceleration: X=0.403676, Y=0.087439, Z=9.806109 m/s^2 Time of Week: 7.291000, Week Number: 0
Acceleration: X=0.400917, Y=0.083264, Z=9.807008 m/s^2 Time of Week: 7.294000, Week Number: 0
Acceleration: X=0.404221, Y=0.082445, Z=9.808490 m/s^2 Time of Week: 7.297000, Week Number: 0
Acceleration: X=0.403507, Y=0.087585, Z=9.809599 m/s^2 Time of Week: 7.300000, Week Number: 0
Acceleration: X=0.390181, Y=0.087084, Z=9.794317 m/s^2 Time of Week: 7.303000, Week Number: 0
Acceleration: X=0.398218, Y=0.084770, Z=9.793443 m/s^2 Time of Week: 7.306000, Week Number: 0
Acceleration: X=0.397686, Y=0.081732, Z=9.790331 m/s^2 Time of Week: 7.309000, Week Number: 0
Acceleration: X=0.395890, Y=0.084403, Z=9.791094 m/s^2 Time of Week: 7.312000, Week Number: 0
Acceleration: X=0.403062, Y=0.086296, Z=9.799919 m/s^2 Time of Week: 7.315000, Week Number: 0
Acceleration: X=0.396254, Y=0.084489, Z=9.807752 m/s^2 Time of Week: 7.318000, Week Number: 0
Acceleration: X=0.393685, Y=0.088808, Z=9.798553 m/s^2 Time of Week: 7.321000, Week Number: 0
Acceleration: X=0.404171, Y=0.090727, Z=9.793075 m/s^2 Time of Week: 7.324000, Week Number: 0
Acceleration: X=0.393747, Y=0.089088, Z=9.799121 m/s^2 Time of Week: 7.327000, Week Number: 0
Acceleration: X=0.396375, Y=0.082627, Z=9.800477 m/s^2 Time of Week: 7.330000, Week Number: 0
Acceleration: X=0.396886, Y=0.086771, Z=9.803551 m/s^2 Time of Week: 7.333000, Week Number: 0
Acceleration: X=0.391864, Y=0.078396, Z=9.801966 m/s^2 Time of Week: 7.336000, Week Number: 0
Acceleration: X=0.395067, Y=0.074383, Z=9.793330 m/s^2 Time of Week: 7.339000, Week Number: 0
Acceleration: X=0.389828, Y=0.085308, Z=9.793065 m/s^2 Time of Week: 7.342000, Week Number: 0
Acceleration: X=0.394103, Y=0.086868, Z=9.784941 m/s^2 Time of Week: 7.345000, Week Number: 0
Acceleration: X=0.395269, Y=0.082933, Z=9.788576 m/s^2 Time of Week: 7.348000, Week Number: 0
Acceleration: X=0.395706, Y=0.092344, Z=9.801122 m/s^2 Time of Week: 7.351000, Week Number: 0
Acceleration: X=0.397248, Y=0.087530, Z=9.800628 m/s^2 Time of Week: 7.354000, Week Number: 0
Acceleration: X=0.392244, Y=0.083417, Z=9.803458 m/s^2 Time of Week: 7.357000, Week Number: 0
Acceleration: X=0.388899, Y=0.083962, Z=9.799886 m/s^2 Time of Week: 7.360000, Week Number: 0
Acceleration: X=0.397245, Y=0.083279, Z=9.803793 m/s^2 Time of Week: 7.363000, Week Number: 0
Acceleration: X=0.393742, Y=0.087991, Z=9.802869 m/s^2 Time of Week: 7.366000, Week Number: 0
Acceleration: X=0.401300, Y=0.091601, Z=9.802112 m/s^2 Time of Week: 7.369000, Week Number: 0
Acceleration: X=0.395099, Y=0.087076, Z=9.804486 m/s^2 Time of Week: 7.372000, Week Number: 0
Acceleration: X=0.394986, Y=0.086920, Z=9.797142 m/s^2 Time of Week: 7.375000, Week Number: 0
Acceleration: X=0.398395, Y=0.078996, Z=9.796994 m/s^2 Time of Week: 7.378000, Week Number: 0
Acceleration: X=0.400409, Y=0.084722, Z=9.800747 m/s^2 Time of Week: 7.381000, Week Number: 0
Acceleration: X=0.394407, Y=0.083960, Z=9.802116 m/s^2 Time of Week: 7.384000, Week Number: 0
Acceleration: X=0.398483, Y=0.081077, Z=9.812979 m/s^2 Time of Week: 7.387000, Week Number: 0
Acceleration: X=0.403280, Y=0.084239, Z=9.807544 m/s^2 Time of Week: 7.390000, Week Number: 0
Acceleration: X=0.402453, Y=0.083360, Z=9.800823 m/s^2 Time of Week: 7.393000, Week Number: 0
Acceleration: X=0.400913, Y=0.083520, Z=9.803771 m/s^2 Time of Week: 7.396000, Week Number: 0
Acceleration: X=0.397598, Y=0.082181, Z=9.803515 m/s^2 Time of Week: 7.399000, Week Number: 0
Acceleration: X=0.399618, Y=0.082529, Z=9.805006 m/s^2 Time of Week: 7.402000, Week Number: 0
Acceleration: X=0.393638, Y=0.088586, Z=9.800366 m/s^2 Time of Week: 7.405000, Week Number: 0
Acceleration: X=0.400443, Y=0.094585, Z=9.798331 m/s^2 Time of Week: 7.408000, Week Number: 0
Acceleration: X=0.403483, Y=0.088061, Z=9.796595 m/s^2 Time of Week: 7.411000, Week Number: 0
Acceleration: X=0.395669, Y=0.091943, Z=9.802449 m/s^2 Time of Week: 7.414000, Week Number: 0
Acceleration: X=0.395478, Y=0.085723, Z=9.814502 m/s^2 Time of Week: 7.417000, Week Number: 0
Acceleration: X=0.399181, Y=0.086370, Z=9.807852 m/s^2 Time of Week: 7.420000, Week Number: 0
Acceleration: X=0.395028, Y=0.091844, Z=9.802375 m/s^2 Time of Week: 7.423000, Week Number: 0
Acceleration: X=0.395631, Y=0.083882, Z=9.804195 m/s^2 Time of Week: 7.426000, Week Number: 0
Acceleration: X=0.397930, Y=0.086410, Z=9.804933 m/s^2 Time of Week: 7.429000, Week Number: 0
Acceleration: X=0.403008, Y=0.086476, Z=9.802460 m/s^2 Time of Week: 7.432000, Week Number: 0
Acceleration: X=0.400708, Y=0.090175, Z=9.804889 m/s^2 Time of Week: 7.435000, Week Number: 0
Acceleration: X=0.391619, Y=0.086545, Z=9.790764 m/s^2 Time of Week: 7.438000, Week Number: 0
Acceleration: X=0.394456, Y=0.085657, Z=9.785516 m/s^2 Time of Week: 7.441000, Week Number: 0
Acceleration: X=0.387516, Y=0.085333, Z=9.783785 m/s^2 Time of Week: 7.444000, Week Number: 0
Acceleration: X=0.388148, Y=0.091635, Z=9.781756 m/s^2 Time of Week: 7.447000, Week Number: 0
Acceleration: X=0.388477, Y=0.088714, Z=9.789309 m/s^2 Time of Week: 7.450000, Week Number: 0
Acceleration: X=0.383128, Y=0.084982, Z=9.801581 m/s^2 Time of Week: 7.453000, Week Number: 0
Acceleration: X=0.385585, Y=0.088126, Z=9.795235 m/s^2 Time of Week: 7.456000, Week Number: 0
Acceleration: X=0.392530, Y=0.085806, Z=9.796769 m/s^2 Time of Week: 7.459000, Week Number: 0
Acceleration: X=0.388627, Y=0.083228, Z=9.796563 m/s^2 Time of Week: 7.462000, Week Number: 0
Acceleration: X=0.397972, Y=0.087117, Z=9.804954 m/s^2 Time of Week: 7.465000, Week Number: 0
Acceleration: X=0.394281, Y=0.088709, Z=9.794477 m/s^2 Time of Week: 7.468000, Week Number: 0
Acceleration: X=0.390087, Y=0.089020, Z=9.796758 m/s^2 Time of Week: 7.471000, Week Number: 0
Acceleration: X=0.390497, Y=0.084758, Z=9.797233 m/s^2 Time of Week: 7.474000, Week Number: 0
Acceleration: X=0.394433, Y=0.094476, Z=9.789913 m/s^2 Time of Week: 7.477000, Week Number: 0
Acceleration: X=0.403004, Y=0.085418, Z=9.795939 m/s^2 Time of Week: 7.480000, Week Number: 0
Acceleration: X=0.393617, Y=0.086431, Z=9.804886 m/s^2 Time of Week: 7.483000, Week Number: 0
Acceleration: X=0.396365, Y=0.082126, Z=9.804224 m/s^2 Time of Week: 7.486000, Week Number: 0
Acceleration: X=0.399363, Y=0.086472, Z=9.802132 m/s^2 Time of Week: 7.489000, Week Number: 0
Acceleration: X=0.407696, Y=0.081864, Z=9.793308 m/s^2 Time of Week: 7.492000, Week Number: 0
Acceleration: X=0.407019, Y=0.085007, Z=9.798675 m/s^2 Time of Week: 7.495000, Week Number: 0
Acceleration: X=0.408413, Y=0.085709, Z=9.799735 m/s^2 Time of Week: 7.498000, Week Number: 0
Acceleration: X=0.409922, Y=0.085304, Z=9.809958 m/s^2 Time of Week: 7.501000, Week Number: 0
Acceleration: X=0.406256, Y=0.086750, Z=9.809008 m/s^2 Time of Week: 7.504000, Week Number: 0
Acceleration: X=0.412818, Y=0.087544, Z=9.802769 m/s^2 Time of Week: 7.507000, Week Number: 0
Acceleration: X=0.405732, Y=0.080752, Z=9.797409 m/s^2 Time of Week: 7.510000, Week Number: 0
Acceleration: X=0.409559, Y=0.087419, Z=9.805921 m/s^2 Time of Week: 7.513000, Week Number: 0
Acceleration: X=0.406425, Y=0.085983, Z=9.813931 m/s^2 Time of Week: 7.516000, Week Number: 0
Acceleration: X=0.404267, Y=0.079720, Z=9.811019 m/s^2 Time of Week: 7.519000, Week Number: 0
Acceleration: X=0.404041, Y=0.086230, Z=9.800789 m/s^2 Time of Week: 7.522000, Week Number: 0
Acceleration: X=0.398734, Y=0.083315, Z=9.796291 m/s^2 Time of Week: 7.525000, Week Number: 0
Acceleration: X=0.384683, Y=0.084495, Z=9.788339 m/s^2 Time of Week: 7.528000, Week Number: 0
Acceleration: X=0.382665, Y=0.082061, Z=9.794758 m/s^2 Time of Week: 7.531000, Week Number: 0
Acceleration: X=0.384850, Y=0.099188, Z=9.792366 m/s^2 Time of Week: 7.534000, Week Number: 0
Acceleration: X=0.384566, Y=0.091680, Z=9.796910 m/s^2 Time of Week: 7.537000, Week Number: 0
Acceleration: X=0.375937, Y=0.089172, Z=9.788393 m/s^2 Time of Week: 7.540000, Week Number: 0
Acceleration: X=0.382239, Y=0.085075, Z=9.793400 m/s^2 Time of Week: 7.543000, Week Number: 0
Acceleration: X=0.382342, Y=0.088853, Z=9.789570 m/s^2 Time of Week: 7.546000, Week Number: 0
Acceleration: X=0.386657, Y=0.083834, Z=9.796466 m/s^2 Time of Week: 7.549000, Week Number: 0
Acceleration: X=0.385770, Y=0.083541, Z=9.796929 m/s^2 Time of Week: 7.552000, Week Number: 0
Acceleration: X=0.381052, Y=0.087434, Z=9.792352 m/s^2 Time of Week: 7.555000, Week Number: 0
Acceleration: X=0.385936, Y=0.083472, Z=9.800429 m/s^2 Time of Week: 7.558000, Week Number: 0
Acceleration: X=0.388959, Y=0.084717, Z=9.789604 m/s^2 Time of Week: 7.561000, Week Number: 0
Acceleration: X=0.395759, Y=0.084662, Z=9.793256 m/s^2 Time of Week: 7.564000, Week Number: 0
Acceleration: X=0.395299, Y=0.088009, Z=9.807125 m/s^2 Time of Week: 7.567000, Week Number: 0
Acceleration: X=0.394938, Y=0.084973, Z=9.804621 m/s^2 Time of Week: 7.570000, Week Number: 0
Acceleration: X=0.412479, Y=0.082570, Z=9.808481 m/s^2 Time of Week: 7.573000, Week Number: 0
Acceleration: X=0.409320, Y=0.083807, Z=9.803532 m/s^2 Time of Week: 7.576000, Week Number: 0
Acceleration: X=0.409298, Y=0.089124, Z=9.809806 m/s^2 Time of Week: 7.579000, Week Number: 0
Acceleration: X=0.404564, Y=0.090333, Z=9.816599 m/s^2 Time of Week: 7.582000, Week Number: 0
Acceleration: X=0.408545, Y=0.084893, Z=9.815840 m/s^2 Time of Week: 7.585000, Week Number: 0
Acceleration: X=0.411052, Y=0.095833, Z=9.810565 m/s^2 Time of Week: 7.588000, Week Number: 0
Acceleration: X=0.413123, Y=0.087687, Z=9.805914 m/s^2 Time of Week: 7.591000, Week Number: 0
Acceleration: X=0.410829, Y=0.083346, Z=9.797475 m/s^2 Time of Week: 7.594000, Week Number: 0
Acceleration: X=0.407542, Y=0.086635, Z=9.799647 m/s^2 Time of Week: 7.597000, Week Number: 0
Acceleration: X=0.412438, Y=0.088847, Z=9.812022 m/s^2 Time of Week: 7.600000, Week Number: 0
Acceleration: X=0.409681, Y=0.080728, Z=9.811545 m/s^2 Time of Week: 7.603000, Week Number: 0
Acceleration: X=0.410727, Y=0.088414, Z=9.804298 m/s^2 Time of Week: 7.606000, Week Number: 0
Acceleration: X=0.410119, Y=0.087282, Z=9.806046 m/s^2 Time of Week: 7.609000, Week Number: 0
Acceleration: X=0.407263, Y=0.085064, Z=9.806252 m/s^2 Time of Week: 7.612000, Week Number: 0
Acceleration: X=0.400286, Y=0.082620, Z=9.806281 m/s^2 Time of Week: 7.615000, Week Number: 0
Acceleration: X=0.392156, Y=0.079332, Z=9.809231 m/s^2 Time of Week: 7.618000, Week Number: 0
Acceleration: X=0.391499, Y=0.081160, Z=9.802645 m/s^2 Time of Week: 7.621000, Week Number: 0
Acceleration: X=0.386155, Y=0.085679, Z=9.793907 m/s^2 Time of Week: 7.624000, Week Number: 0
Acceleration: X=0.384541, Y=0.086123, Z=9.791077 m/s^2 Time of Week: 7.627000, Week Number: 0
Acceleration: X=0.381963, Y=0.083666, Z=9.779796 m/s^2 Time of Week: 7.630000, Week Number: 0
Acceleration: X=0.384055, Y=0.084678, Z=9.788283 m/s^2 Time of Week: 7.633000, Week Number: 0
Acceleration: X=0.372659, Y=0.086078, Z=9.789594 m/s^2 Time of Week: 7.636000, Week Number: 0
Acceleration: X=0.374738, Y=0.088857, Z=9.792956 m/s^2 Time of Week: 7.639000, Week Number: 0
Acceleration: X=0.374162, Y=0.088790, Z=9.784680 m/s^2 Time of Week: 7.642000, Week Number: 0
Acceleration: X=0.370776, Y=0.088341, Z=9.788289 m/s^2 Time of Week: 7.645000, Week Number: 0
Acceleration: X=0.384769, Y=0.086141, Z=9.793155 m/s^2 Time of Week: 7.648000, Week Number: 0
Acceleration: X=0.384882, Y=0.082448, Z=9.799667 m/s^2 Time of Week: 7.651000, Week Number: 0
Acceleration: X=0.390239, Y=0.083715, Z=9.797558 m/s^2 Time of Week: 7.654000, Week Number: 0
Acceleration: X=0.388109, Y=0.088710, Z=9.790197 m/s^2 Time of Week: 7.657000, Week Number: 0
Acceleration: X=0.391087, Y=0.080312, Z=9.794498 m/s^2 Time of Week: 7.660000, Week Number: 0
Acceleration: X=0.394324, Y=0.082863, Z=9.796518 m/s^2 Time of Week: 7.663000, Week Number: 0
Acceleration: X=0.394699, Y=0.083457, Z=9.803716 m/s^2 Time of Week: 7.666000, Week Number: 0
Acceleration: X=0.394506, Y=0.085040, Z=9.806099 m/s^2 Time of Week: 7.669000, Week Number: 0
Acceleration: X=0.396116, Y=0.080889, Z=9.802106 m/s^2 Time of Week: 7.672000, Week Number: 0
Acceleration: X=0.404187, Y=0.091581, Z=9.803702 m/s^2 Time of Week: 7.675000, Week Number: 0
Acceleration: X=0.401624, Y=0.089290, Z=9.800746 m/s^2 Time of Week: 7.678000, Week Number: 0
Acceleration: X=0.397720, Y=0.090346, Z=9.801142 m/s^2 Time of Week: 7.681000, Week Number: 0
Acceleration: X=0.398660, Y=0.090057, Z=9.798508 m/s^2 Time of Week: 7.684000, Week Number: 0
Acceleration: X=0.389599, Y=0.086518, Z=9.799118 m/s^2 Time of Week: 7.687000, Week Number: 0
Acceleration: X=0.400322, Y=0.083858, Z=9.803981 m/s^2 Time of Week: 7.690000, Week Number: 0
Acceleration: X=0.396042, Y=0.089342, Z=9.801881 m/s^2 Time of Week: 7.693000, Week Number: 0
Acceleration: X=0.399792, Y=0.092705, Z=9.803053 m/s^2 Time of Week: 7.696000, Week Number: 0
Acceleration: X=0.405180, Y=0.088323, Z=9.805928 m/s^2 Time of Week: 7.699000, Week Number: 0
Acceleration: X=0.401439, Y=0.085357, Z=9.809116 m/s^2 Time of Week: 7.702000, Week Number: 0
Acceleration: X=0.408276, Y=0.086271, Z=9.805021 m/s^2 Time of Week: 7.705000, Week Number: 0
Acceleration: X=0.403716, Y=0.081390, Z=9.808975 m/s^2 Time of Week: 7.708000, Week Number: 0
Acceleration: X=0.410347, Y=0.085033, Z=9.801239 m/s^2 Time of Week: 7.711000, Week Number: 0
Acceleration: X=0.403613, Y=0.080074, Z=9.806827 m/s^2 Time of Week: 7.714000, Week Number: 0
Acceleration: X=0.412513, Y=0.083815, Z=9.801331 m/s^2 Time of Week: 7.717000, Week Number: 0
Acceleration: X=0.407052, Y=0.088966, Z=9.807430 m/s^2 Time of Week: 7.720000, Week Number: 0
Acceleration: X=0.407709, Y=0.084964, Z=9.810576 m/s^2 Time of Week: 7.723000, Week Number: 0
Acceleration: X=0.411354, Y=0.086214, Z=9.810524 m/s^2 Time of Week: 7.726000, Week Number: 0
Acceleration: X=0.407235, Y=0.090329, Z=9.806224 m/s^2 Time of Week: 7.729000, Week Number: 0
Acceleration: X=0.396505, Y=0.082573, Z=9.806268 m/s^2 Time of Week: 7.732000, Week Number: 0
Acceleration: X=0.403861, Y=0.086037, Z=9.802482 m/s^2 Time of Week: 7.735000, Week Number: 0
Acceleration: X=0.399531, Y=0.086040, Z=9.804634 m/s^2 Time of Week: 7.738000, Week Number: 0
Acceleration: X=0.399583, Y=0.087758, Z=9.796227 m/s^2 Time of Week: 7.741000, Week Number: 0
Acceleration: X=0.388448, Y=0.091300, Z=9.791509 m/s^2 Time of Week: 7.744000, Week Number: 0
Acceleration: X=0.386675, Y=0.088432, Z=9.787863 m/s^2 Time of Week: 7.747000, Week Number: 0
Acceleration: X=0.386034, Y=0.087512, Z=9.787369 m/s^2 Time of Week: 7.750000, Week Number: 0
Acceleration: X=0.383107, Y=0.085295, Z=9.790978 m/s^2 Time of Week: 7.753000, Week Number: 0
Acceleration: X=0.386487, Y=0.087544, Z=9.792854 m/s^2 Time of Week: 7.756000, Week Number: 0
