
#################################################################
Log started at 2025-06-13_16-13-37 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Acceleration: X=-0.098403, Y=-0.616609, Z=9.796541 m/s^2 Time of Week: 461637.482000, Week Number: 2370, Difference: 18.074609 s
Acceleration: X=-0.096581, Y=-0.620233, Z=9.793015 m/s^2 Time of Week: 461637.483000, Week Number: 2370, Difference: 18.074652 s
Acceleration: X=-0.097137, Y=-0.621402, Z=9.795422 m/s^2 Time of Week: 461637.484000, Week Number: 2370, Difference: 18.074659 s
Acceleration: X=-0.103721, Y=-0.613570, Z=9.799548 m/s^2 Time of Week: 461637.485000, Week Number: 2370, Difference: 18.074601 s
Acceleration: X=-0.097180, Y=-0.619580, Z=9.800740 m/s^2 Time of Week: 461637.486000, Week Number: 2370, Difference: 18.074657 s
Acceleration: X=-0.098984, Y=-0.623190, Z=9.800745 m/s^2 Time of Week: 461637.487000, Week Number: 2370, Difference: 18.074653 s
Acceleration: X=-0.103727, Y=-0.621986, Z=9.795374 m/s^2 Time of Week: 461637.488000, Week Number: 2370, Difference: 18.074633 s
Acceleration: X=-0.107902, Y=-0.619575, Z=9.790006 m/s^2 Time of Week: 461637.489000, Week Number: 2370, Difference: 18.074651 s
Acceleration: X=-0.102518, Y=-0.618421, Z=9.785822 m/s^2 Time of Week: 461637.490000, Week Number: 2370, Difference: 18.074656 s
Acceleration: X=-0.106724, Y=-0.619023, Z=9.785794 m/s^2 Time of Week: 461637.491000, Week Number: 2370, Difference: 18.074611 s
Acceleration: X=-0.101949, Y=-0.616626, Z=9.789381 m/s^2 Time of Week: 461637.492000, Week Number: 2370, Difference: 18.074655 s
Acceleration: X=-0.101323, Y=-0.620824, Z=9.786409 m/s^2 Time of Week: 461637.493000, Week Number: 2370, Difference: 18.074653 s
Acceleration: X=-0.106127, Y=-0.629775, Z=9.790612 m/s^2 Time of Week: 461637.494000, Week Number: 2370, Difference: 18.074631 s
Acceleration: X=-0.106110, Y=-0.631578, Z=9.790027 m/s^2 Time of Week: 461637.495000, Week Number: 2370, Difference: 18.074646 s
Acceleration: X=-0.104273, Y=-0.626801, Z=9.781659 m/s^2 Time of Week: 461637.496000, Week Number: 2370, Difference: 18.074656 s
Acceleration: X=-0.104256, Y=-0.623812, Z=9.773257 m/s^2 Time of Week: 461637.497000, Week Number: 2370, Difference: 18.074652 s
Acceleration: X=-0.107312, Y=-0.628609, Z=9.770262 m/s^2 Time of Week: 461637.498000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.104909, Y=-0.629210, Z=9.767291 m/s^2 Time of Week: 461637.499000, Week Number: 2370, Difference: 18.074644 s
Acceleration: X=-0.100102, Y=-0.629810, Z=9.775681 m/s^2 Time of Week: 461637.500000, Week Number: 2370, Difference: 18.074639 s
Acceleration: X=-0.100104, Y=-0.628632, Z=9.775079 m/s^2 Time of Week: 461637.501000, Week Number: 2370, Difference: 18.074653 s
Acceleration: X=-0.101319, Y=-0.627423, Z=9.772664 m/s^2 Time of Week: 461637.502000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.101945, Y=-0.623827, Z=9.770852 m/s^2 Time of Week: 461637.503000, Week Number: 2370, Difference: 18.074514 s
Acceleration: X=-0.103677, Y=-0.621375, Z=9.767873 m/s^2 Time of Week: 461637.504000, Week Number: 2370, Difference: 18.074655 s
Acceleration: X=-0.106613, Y=-0.621394, Z=9.759497 m/s^2 Time of Week: 461637.505000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.102462, Y=-0.620868, Z=9.761270 m/s^2 Time of Week: 461637.506000, Week Number: 2370, Difference: 18.074616 s
Acceleration: X=-0.101901, Y=-0.628029, Z=9.761882 m/s^2 Time of Week: 461637.507000, Week Number: 2370, Difference: 18.074647 s
Acceleration: X=-0.102492, Y=-0.634026, Z=9.765510 m/s^2 Time of Week: 461637.508000, Week Number: 2370, Difference: 18.074645 s
Acceleration: X=-0.104315, Y=-0.636964, Z=9.773894 m/s^2 Time of Week: 461637.509000, Week Number: 2370, Difference: 18.074645 s
Acceleration: X=-0.109701, Y=-0.635734, Z=9.769720 m/s^2 Time of Week: 461637.510000, Week Number: 2370, Difference: 18.074592 s
Acceleration: X=-0.107943, Y=-0.636963, Z=9.767320 m/s^2 Time of Week: 461637.511000, Week Number: 2370, Difference: 18.074650 s
Acceleration: X=-0.108509, Y=-0.633383, Z=9.771485 m/s^2 Time of Week: 461637.512000, Week Number: 2370, Difference: 18.074533 s
Acceleration: X=-0.103049, Y=-0.623782, Z=9.784649 m/s^2 Time of Week: 461637.513000, Week Number: 2370, Difference: 18.074648 s
Acceleration: X=-0.104835, Y=-0.615975, Z=9.786433 m/s^2 Time of Week: 461637.514000, Week Number: 2370, Difference: 18.074652 s
Acceleration: X=-0.103640, Y=-0.614796, Z=9.779825 m/s^2 Time of Week: 461637.515000, Week Number: 2370, Difference: 18.074546 s
Acceleration: X=-0.107854, Y=-0.622568, Z=9.778048 m/s^2 Time of Week: 461637.516000, Week Number: 2370, Difference: 18.074657 s
Acceleration: X=-0.113262, Y=-0.628529, Z=9.775671 m/s^2 Time of Week: 461637.517000, Week Number: 2370, Difference: 18.074648 s
Acceleration: X=-0.105494, Y=-0.624989, Z=9.778655 m/s^2 Time of Week: 461637.518000, Week Number: 2370, Difference: 18.074639 s
Acceleration: X=-0.104861, Y=-0.622631, Z=9.785251 m/s^2 Time of Week: 461637.519000, Week Number: 2370, Difference: 18.074650 s
Acceleration: X=-0.105498, Y=-0.620240, Z=9.791815 m/s^2 Time of Week: 461637.520000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.100752, Y=-0.623214, Z=9.800205 m/s^2 Time of Week: 461637.521000, Week Number: 2370, Difference: 18.074630 s
Acceleration: X=-0.104912, Y=-0.618365, Z=9.797764 m/s^2 Time of Week: 461637.522000, Week Number: 2370, Difference: 18.074468 s
Acceleration: X=-0.104292, Y=-0.612966, Z=9.795347 m/s^2 Time of Week: 461637.523000, Week Number: 2370, Difference: 18.074643 s
Acceleration: X=-0.098923, Y=-0.613006, Z=9.794784 m/s^2 Time of Week: 461637.524000, Week Number: 2370, Difference: 18.074433 s
Acceleration: X=-0.102533, Y=-0.618403, Z=9.794819 m/s^2 Time of Week: 461637.525000, Week Number: 2370, Difference: 18.074651 s
Acceleration: X=-0.106785, Y=-0.619003, Z=9.800174 m/s^2 Time of Week: 461637.526000, Week Number: 2370, Difference: 18.074651 s
Acceleration: X=-0.097197, Y=-0.614832, Z=9.794773 m/s^2 Time of Week: 461637.527000, Week Number: 2370, Difference: 18.074656 s
Acceleration: X=-0.098992, Y=-0.617189, Z=9.792968 m/s^2 Time of Week: 461637.528000, Week Number: 2370, Difference: 18.074664 s
Acceleration: X=-0.099571, Y=-0.619571, Z=9.794748 m/s^2 Time of Week: 461637.529000, Week Number: 2370, Difference: 18.074648 s
Acceleration: X=-0.105582, Y=-0.628594, Z=9.794201 m/s^2 Time of Week: 461637.530000, Week Number: 2370, Difference: 18.074633 s
Acceleration: X=-0.103211, Y=-0.626277, Z=9.788796 m/s^2 Time of Week: 461637.531000, Week Number: 2370, Difference: 18.074641 s
Acceleration: X=-0.094795, Y=-0.618490, Z=9.785175 m/s^2 Time of Week: 461637.532000, Week Number: 2370, Difference: 18.074546 s
Acceleration: X=-0.095985, Y=-0.620256, Z=9.787006 m/s^2 Time of Week: 461637.533000, Week Number: 2370, Difference: 18.074653 s
Acceleration: X=-0.103192, Y=-0.620243, Z=9.786375 m/s^2 Time of Week: 461637.534000, Week Number: 2370, Difference: 18.074656 s
Acceleration: X=-0.103230, Y=-0.622070, Z=9.785158 m/s^2 Time of Week: 461637.535000, Week Number: 2370, Difference: 18.074645 s
Acceleration: X=-0.097241, Y=-0.625710, Z=9.775018 m/s^2 Time of Week: 461637.536000, Week Number: 2370, Difference: 18.074570 s
Acceleration: X=-0.099602, Y=-0.622051, Z=9.776813 m/s^2 Time of Week: 461637.537000, Week Number: 2370, Difference: 18.074647 s
Acceleration: X=-0.099036, Y=-0.629869, Z=9.778623 m/s^2 Time of Week: 461637.538000, Week Number: 2370, Difference: 18.074646 s
Acceleration: X=-0.100794, Y=-0.630379, Z=9.781625 m/s^2 Time of Week: 461637.539000, Week Number: 2370, Difference: 18.074660 s
Acceleration: X=-0.097768, Y=-0.632795, Z=9.778672 m/s^2 Time of Week: 461637.540000, Week Number: 2370, Difference: 18.074656 s
Acceleration: X=-0.097780, Y=-0.635830, Z=9.776894 m/s^2 Time of Week: 461637.541000, Week Number: 2370, Difference: 18.074636 s
Acceleration: X=-0.104959, Y=-0.635780, Z=9.778688 m/s^2 Time of Week: 461637.542000, Week Number: 2370, Difference: 18.074650 s
Acceleration: X=-0.103752, Y=-0.638842, Z=9.773939 m/s^2 Time of Week: 461637.543000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.101917, Y=-0.637694, Z=9.770362 m/s^2 Time of Week: 461637.544000, Week Number: 2370, Difference: 18.074660 s
Acceleration: X=-0.101915, Y=-0.635291, Z=9.767339 m/s^2 Time of Week: 461637.545000, Week Number: 2370, Difference: 18.074658 s
Acceleration: X=-0.105562, Y=-0.637663, Z=9.767299 m/s^2 Time of Week: 461637.546000, Week Number: 2370, Difference: 18.074613 s
Acceleration: X=-0.104945, Y=-0.634621, Z=9.764909 m/s^2 Time of Week: 461637.547000, Week Number: 2370, Difference: 18.074639 s
Acceleration: X=-0.105538, Y=-0.634035, Z=9.761313 m/s^2 Time of Week: 461637.548000, Week Number: 2370, Difference: 18.074574 s
Acceleration: X=-0.108566, Y=-0.635808, Z=9.763101 m/s^2 Time of Week: 461637.549000, Week Number: 2370, Difference: 18.074647 s
Acceleration: X=-0.101382, Y=-0.643034, Z=9.762533 m/s^2 Time of Week: 461637.550000, Week Number: 2370, Difference: 18.074640 s
Acceleration: X=-0.103154, Y=-0.653247, Z=9.757185 m/s^2 Time of Week: 461637.551000, Week Number: 2370, Difference: 18.074643 s
Acceleration: X=-0.113293, Y=-0.650168, Z=9.755380 m/s^2 Time of Week: 461637.552000, Week Number: 2370, Difference: 18.074657 s
Acceleration: X=-0.114500, Y=-0.646559, Z=9.755368 m/s^2 Time of Week: 461637.553000, Week Number: 2370, Difference: 18.074616 s
Acceleration: X=-0.104961, Y=-0.640632, Z=9.758937 m/s^2 Time of Week: 461637.554000, Week Number: 2370, Difference: 18.074644 s
Acceleration: X=-0.099538, Y=-0.637641, Z=9.766126 m/s^2 Time of Week: 461637.555000, Week Number: 2370, Difference: 18.074653 s
Acceleration: X=-0.097127, Y=-0.635235, Z=9.771497 m/s^2 Time of Week: 461637.556000, Week Number: 2370, Difference: 18.074643 s
Acceleration: X=-0.102533, Y=-0.640061, Z=9.765525 m/s^2 Time of Week: 461637.557000, Week Number: 2370, Difference: 18.074633 s
Acceleration: X=-0.106737, Y=-0.638227, Z=9.764328 m/s^2 Time of Week: 461637.558000, Week Number: 2370, Difference: 18.074650 s
Acceleration: X=-0.103753, Y=-0.635210, Z=9.763703 m/s^2 Time of Week: 461637.559000, Week Number: 2370, Difference: 18.074655 s
Acceleration: X=-0.092938, Y=-0.628620, Z=9.778649 m/s^2 Time of Week: 461637.565000, Week Number: 2370, Difference: 18.074511 s
Acceleration: X=-0.089977, Y=-0.633492, Z=9.782268 m/s^2 Time of Week: 461637.566000, Week Number: 2370, Difference: 18.074636 s
Acceleration: X=-0.094197, Y=-0.632875, Z=9.786437 m/s^2 Time of Week: 461637.567000, Week Number: 2370, Difference: 18.074643 s
Acceleration: X=-0.088832, Y=-0.628693, Z=9.790002 m/s^2 Time of Week: 461637.568000, Week Number: 2370, Difference: 18.074646 s
Acceleration: X=-0.093008, Y=-0.628043, Z=9.792416 m/s^2 Time of Week: 461637.569000, Week Number: 2370, Difference: 18.074660 s
Acceleration: X=-0.097757, Y=-0.629846, Z=9.789475 m/s^2 Time of Week: 461637.570000, Week Number: 2370, Difference: 18.074657 s
Acceleration: X=-0.101898, Y=-0.626209, Z=9.785282 m/s^2 Time of Week: 461637.571000, Week Number: 2370, Difference: 18.074659 s
Acceleration: X=-0.099520, Y=-0.625590, Z=9.788845 m/s^2 Time of Week: 461637.572000, Week Number: 2370, Difference: 18.074636 s
Acceleration: X=-0.094769, Y=-0.625610, Z=9.788810 m/s^2 Time of Week: 461637.573000, Week Number: 2370, Difference: 18.074648 s
Acceleration: X=-0.099569, Y=-0.626795, Z=9.791224 m/s^2 Time of Week: 461637.574000, Week Number: 2370, Difference: 18.074657 s
Acceleration: X=-0.104360, Y=-0.626792, Z=9.792437 m/s^2 Time of Week: 461637.575000, Week Number: 2370, Difference: 18.074644 s
Acceleration: X=-0.098344, Y=-0.620788, Z=9.794220 m/s^2 Time of Week: 461637.576000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.095371, Y=-0.622608, Z=9.792387 m/s^2 Time of Week: 461637.577000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.100225, Y=-0.629240, Z=9.800141 m/s^2 Time of Week: 461637.578000, Week Number: 2370, Difference: 18.074651 s
Acceleration: X=-0.106776, Y=-0.621997, Z=9.801317 m/s^2 Time of Week: 461637.579000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.100788, Y=-0.622047, Z=9.795361 m/s^2 Time of Week: 461637.580000, Week Number: 2370, Difference: 18.074397 s
Acceleration: X=-0.094186, Y=-0.625683, Z=9.788211 m/s^2 Time of Week: 461637.581000, Week Number: 2370, Difference: 18.074528 s
Acceleration: X=-0.097858, Y=-0.631668, Z=9.785221 m/s^2 Time of Week: 461637.582000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.095466, Y=-0.634071, Z=9.788839 m/s^2 Time of Week: 461637.583000, Week Number: 2370, Difference: 18.074650 s
Acceleration: X=-0.099020, Y=-0.634603, Z=9.791215 m/s^2 Time of Week: 461637.584000, Week Number: 2370, Difference: 18.074639 s
Acceleration: X=-0.095362, Y=-0.626256, Z=9.794803 m/s^2 Time of Week: 461637.585000, Week Number: 2370, Difference: 18.074657 s
Acceleration: X=-0.092329, Y=-0.618470, Z=9.792412 m/s^2 Time of Week: 461637.586000, Week Number: 2370, Difference: 18.074658 s
Acceleration: X=-0.094148, Y=-0.626253, Z=9.792440 m/s^2 Time of Week: 461637.587000, Week Number: 2370, Difference: 18.074652 s
Acceleration: X=-0.101930, Y=-0.629817, Z=9.791254 m/s^2 Time of Week: 461637.588000, Week Number: 2370, Difference: 18.074649 s
Acceleration: X=-0.103116, Y=-0.627996, Z=9.791862 m/s^2 Time of Week: 461637.589000, Week Number: 2370, Difference: 18.074647 s
Acceleration: X=-0.109712, Y=-0.629801, Z=9.788245 m/s^2 Time of Week: 461637.590000, Week Number: 2370, Difference: 18.074610 s
Acceleration: X=-0.109104, Y=-0.624983, Z=9.784616 m/s^2 Time of Week: 461637.591000, Week Number: 2370, Difference: 18.074650 s
Acceleration: X=-0.107873, Y=-0.624344, Z=9.785247 m/s^2 Time of Week: 461637.592000, Week Number: 2370, Difference: 18.074651 s
Acceleration: X=-0.103080, Y=-0.628581, Z=9.780473 m/s^2 Time of Week: 461637.593000, Week Number: 2370, Difference: 18.074645 s
Acceleration: X=-0.109635, Y=-0.627401, Z=9.775682 m/s^2 Time of Week: 461637.594000, Week Number: 2370, Difference: 18.074654 s
Acceleration: X=-0.109044, Y=-0.626207, Z=9.774466 m/s^2 Time of Week: 461637.595000, Week Number: 2370, Difference: 18.074643 s
Acceleration: X=-0.105518, Y=-0.631026, Z=9.772053 m/s^2 Time of Week: 461637.596000, Week Number: 2370, Difference: 18.074652 s
Acceleration: X=-0.107349, Y=-0.631028, Z=9.772645 m/s^2 Time of Week: 461637.597000, Week Number: 2370, Difference: 18.074638 s
Acceleration: X=-0.106700, Y=-0.626808, Z=9.769057 m/s^2 Time of Week: 461637.598000, Week Number: 2370, Difference: 18.074645 s
Acceleration: X=-0.109665, Y=-0.624968, Z=9.775665 m/s^2 Time of Week: 461637.599000, Week Number: 2370, Difference: 18.074604 s
Acceleration: X=-0.110267, Y=-0.621389, Z=9.779212 m/s^2 Time of Week: 461637.600000, Week Number: 2370, Difference: 18.074616 s
