
#################################################################
Log started at 2025-06-13_16-12-13 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Acceleration: X=-0.105494, Y=-0.627422, Z=9.790192 m/s^2 Time of Week: 461552.749000, Week Number: 2370, Difference: 18.07778300001071 ms
Acceleration: X=-0.106077, Y=-0.623841, Z=9.795574 m/s^2 Time of Week: 461552.751000, Week Number: 2370, Difference: 18.077857000047498 ms
Acceleration: X=-0.102493, Y=-0.622625, Z=9.790184 m/s^2 Time of Week: 461552.752000, Week Number: 2370, Difference: 18.077703000036788 ms
Acceleration: X=-0.094739, Y=-0.628657, Z=9.791963 m/s^2 Time of Week: 461552.753000, Week Number: 2370, Difference: 18.077914000026077 ms
Acceleration: X=-0.095946, Y=-0.634670, Z=9.791964 m/s^2 Time of Week: 461552.754000, Week Number: 2370, Difference: 18.077892000015368 ms
Acceleration: X=-0.103113, Y=-0.629227, Z=9.786571 m/s^2 Time of Week: 461552.755000, Week Number: 2370, Difference: 18.07789500000466 ms
Acceleration: X=-0.103693, Y=-0.625013, Z=9.778172 m/s^2 Time of Week: 461552.756000, Week Number: 2370, Difference: 18.077891000052155 ms
Acceleration: X=-0.101320, Y=-0.623830, Z=9.779353 m/s^2 Time of Week: 461552.757000, Week Number: 2370, Difference: 18.077876000041442 ms
Acceleration: X=-0.097713, Y=-0.627419, Z=9.788367 m/s^2 Time of Week: 461552.758000, Week Number: 2370, Difference: 18.077929000030736 ms
Acceleration: X=-0.101231, Y=-0.621401, Z=9.793772 m/s^2 Time of Week: 461552.759000, Week Number: 2370, Difference: 18.077924000020026 ms
Acceleration: X=-0.099985, Y=-0.619642, Z=9.785414 m/s^2 Time of Week: 461552.760000, Week Number: 2370, Difference: 18.077939000009316 ms
Acceleration: X=-0.097632, Y=-0.626855, Z=9.770457 m/s^2 Time of Week: 461552.765000, Week Number: 2370, Difference: 18.07788900001397 ms
Acceleration: X=-0.091062, Y=-0.628115, Z=9.765694 m/s^2 Time of Week: 461552.766000, Week Number: 2370, Difference: 18.07791700000326 ms
Acceleration: X=-0.096455, Y=-0.626378, Z=9.763872 m/s^2 Time of Week: 461552.767000, Week Number: 2370, Difference: 18.077920000050756 ms
Acceleration: X=-0.098829, Y=-0.621466, Z=9.773434 m/s^2 Time of Week: 461552.768000, Week Number: 2370, Difference: 18.07793000004005 ms
Acceleration: X=-0.098828, Y=-0.623862, Z=9.769854 m/s^2 Time of Week: 461552.769000, Week Number: 2370, Difference: 18.077917000029338 ms
Acceleration: X=-0.104218, Y=-0.623847, Z=9.771064 m/s^2 Time of Week: 461552.770000, Week Number: 2370, Difference: 18.077924000018626 ms
Acceleration: X=-0.108987, Y=-0.620825, Z=9.769257 m/s^2 Time of Week: 461552.771000, Week Number: 2370, Difference: 18.077925000007916 ms
Acceleration: X=-0.110150, Y=-0.619582, Z=9.770449 m/s^2 Time of Week: 461552.772000, Week Number: 2370, Difference: 18.077930000055414 ms
Acceleration: X=-0.110185, Y=-0.625606, Z=9.772845 m/s^2 Time of Week: 461552.773000, Week Number: 2370, Difference: 18.077918000044704 ms
Acceleration: X=-0.106061, Y=-0.624447, Z=9.771604 m/s^2 Time of Week: 461552.774000, Week Number: 2370, Difference: 18.07791700003399 ms
Acceleration: X=-0.098883, Y=-0.622053, Z=9.776969 m/s^2 Time of Week: 461552.775000, Week Number: 2370, Difference: 18.077915000023282 ms
Acceleration: X=-0.102493, Y=-0.625634, Z=9.776984 m/s^2 Time of Week: 461552.776000, Week Number: 2370, Difference: 18.077924000012572 ms
Acceleration: X=-0.103122, Y=-0.630456, Z=9.767427 m/s^2 Time of Week: 461552.777000, Week Number: 2370, Difference: 18.077926000001863 ms
