
#################################################################
Log started at 2025-06-16_16-24-33.689473 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Acceleration: X=0.388930, Y=0.071718, Z=9.796475 m/s^2 Time of Week: 52.056000, Week Number: 0
Acceleration: X=0.399158, Y=0.060691, Z=9.805476 m/s^2 Time of Week: 53.562000, Week Number: 0
Acceleration: X=0.398598, Y=0.066299, Z=9.798985 m/s^2 Time of Week: 53.565000, Week Number: 0
Acceleration: X=0.390367, Y=0.070481, Z=9.794162 m/s^2 Time of Week: 53.568000, Week Number: 0
Acceleration: X=0.397997, Y=0.071645, Z=9.797041 m/s^2 Time of Week: 53.571000, Week Number: 0
Acceleration: X=0.399757, Y=0.065231, Z=9.794019 m/s^2 Time of Week: 53.574000, Week Number: 0
Acceleration: X=0.396566, Y=0.071391, Z=9.793867 m/s^2 Time of Week: 53.577000, Week Number: 0
Acceleration: X=0.391569, Y=0.070641, Z=9.786023 m/s^2 Time of Week: 53.580000, Week Number: 0
Acceleration: X=0.392331, Y=0.074223, Z=9.785761 m/s^2 Time of Week: 53.583000, Week Number: 0
Acceleration: X=0.399025, Y=0.073379, Z=9.786281 m/s^2 Time of Week: 53.586000, Week Number: 0
Acceleration: X=0.390423, Y=0.071024, Z=9.801876 m/s^2 Time of Week: 53.589000, Week Number: 0
Acceleration: X=0.390858, Y=0.075550, Z=9.799740 m/s^2 Time of Week: 53.592000, Week Number: 0
Acceleration: X=0.400393, Y=0.070915, Z=9.801638 m/s^2 Time of Week: 53.595000, Week Number: 0
Acceleration: X=0.404100, Y=0.072417, Z=9.801938 m/s^2 Time of Week: 53.598000, Week Number: 0
Acceleration: X=0.402924, Y=0.068896, Z=9.810870 m/s^2 Time of Week: 53.601000, Week Number: 0
Acceleration: X=0.401494, Y=0.069364, Z=9.806358 m/s^2 Time of Week: 53.604000, Week Number: 0
Acceleration: X=0.407016, Y=0.068288, Z=9.802546 m/s^2 Time of Week: 53.607000, Week Number: 0
Acceleration: X=0.403678, Y=0.070943, Z=9.798965 m/s^2 Time of Week: 53.610000, Week Number: 0
Acceleration: X=0.414373, Y=0.065671, Z=9.791912 m/s^2 Time of Week: 53.613000, Week Number: 0
Acceleration: X=0.411900, Y=0.067681, Z=9.800548 m/s^2 Time of Week: 53.616000, Week Number: 0
Acceleration: X=0.417024, Y=0.068771, Z=9.803551 m/s^2 Time of Week: 53.619000, Week Number: 0
Acceleration: X=0.411806, Y=0.066780, Z=9.805170 m/s^2 Time of Week: 53.622000, Week Number: 0
Acceleration: X=0.411106, Y=0.073610, Z=9.800357 m/s^2 Time of Week: 53.625000, Week Number: 0
Acceleration: X=0.413098, Y=0.073690, Z=9.796432 m/s^2 Time of Week: 53.628000, Week Number: 0
Acceleration: X=0.409939, Y=0.071313, Z=9.806414 m/s^2 Time of Week: 53.631000, Week Number: 0
Acceleration: X=0.401887, Y=0.072751, Z=9.811507 m/s^2 Time of Week: 53.634000, Week Number: 0
Acceleration: X=0.404279, Y=0.074280, Z=9.807920 m/s^2 Time of Week: 53.637000, Week Number: 0
Acceleration: X=0.399512, Y=0.069624, Z=9.804632 m/s^2 Time of Week: 53.640000, Week Number: 0
Acceleration: X=0.398272, Y=0.072822, Z=9.796766 m/s^2 Time of Week: 53.643000, Week Number: 0
Acceleration: X=0.405439, Y=0.068240, Z=9.792850 m/s^2 Time of Week: 53.646000, Week Number: 0
Acceleration: X=0.401120, Y=0.066663, Z=9.794479 m/s^2 Time of Week: 53.649000, Week Number: 0
Acceleration: X=0.399727, Y=0.067650, Z=9.804565 m/s^2 Time of Week: 53.652000, Week Number: 0
Acceleration: X=0.399220, Y=0.061445, Z=9.790083 m/s^2 Time of Week: 53.655000, Week Number: 0
Acceleration: X=0.399883, Y=0.066041, Z=9.802736 m/s^2 Time of Week: 53.658000, Week Number: 0
Acceleration: X=0.397728, Y=0.064239, Z=9.803844 m/s^2 Time of Week: 53.661000, Week Number: 0
Acceleration: X=0.402113, Y=0.059535, Z=9.804709 m/s^2 Time of Week: 53.664000, Week Number: 0
Acceleration: X=0.395955, Y=0.063427, Z=9.804449 m/s^2 Time of Week: 53.667000, Week Number: 0
Acceleration: X=0.398518, Y=0.060811, Z=9.794647 m/s^2 Time of Week: 53.670000, Week Number: 0
Acceleration: X=0.402153, Y=0.066002, Z=9.796544 m/s^2 Time of Week: 53.673000, Week Number: 0
Acceleration: X=0.399099, Y=0.074821, Z=9.796352 m/s^2 Time of Week: 53.676000, Week Number: 0
Acceleration: X=0.397278, Y=0.078776, Z=9.787458 m/s^2 Time of Week: 53.679000, Week Number: 0
Acceleration: X=0.391419, Y=0.073524, Z=9.797305 m/s^2 Time of Week: 53.682000, Week Number: 0
Acceleration: X=0.387293, Y=0.072674, Z=9.795486 m/s^2 Time of Week: 53.685000, Week Number: 0
Acceleration: X=0.389602, Y=0.076441, Z=9.792762 m/s^2 Time of Week: 53.688000, Week Number: 0
Acceleration: X=0.394097, Y=0.073814, Z=9.794275 m/s^2 Time of Week: 53.691000, Week Number: 0
Acceleration: X=0.391151, Y=0.069487, Z=9.788063 m/s^2 Time of Week: 53.694000, Week Number: 0
Acceleration: X=0.398503, Y=0.077381, Z=9.793858 m/s^2 Time of Week: 53.697000, Week Number: 0
Acceleration: X=0.398097, Y=0.068765, Z=9.798592 m/s^2 Time of Week: 53.700000, Week Number: 0
Acceleration: X=0.404768, Y=0.070928, Z=9.803438 m/s^2 Time of Week: 53.703000, Week Number: 0
Acceleration: X=0.400754, Y=0.071080, Z=9.798905 m/s^2 Time of Week: 53.706000, Week Number: 0
Acceleration: X=0.402881, Y=0.061367, Z=9.795784 m/s^2 Time of Week: 53.709000, Week Number: 0
Acceleration: X=0.403297, Y=0.059182, Z=9.803801 m/s^2 Time of Week: 53.712000, Week Number: 0
Acceleration: X=0.396245, Y=0.062047, Z=9.807992 m/s^2 Time of Week: 53.715000, Week Number: 0
Acceleration: X=0.399099, Y=0.065646, Z=9.807627 m/s^2 Time of Week: 53.718000, Week Number: 0
Acceleration: X=0.401337, Y=0.063578, Z=9.805673 m/s^2 Time of Week: 53.721000, Week Number: 0
Acceleration: X=0.405268, Y=0.060573, Z=9.801242 m/s^2 Time of Week: 53.724000, Week Number: 0
Acceleration: X=0.405216, Y=0.068483, Z=9.796373 m/s^2 Time of Week: 53.727000, Week Number: 0
Acceleration: X=0.408038, Y=0.068973, Z=9.797074 m/s^2 Time of Week: 53.730000, Week Number: 0
Acceleration: X=0.408258, Y=0.065263, Z=9.799308 m/s^2 Time of Week: 53.733000, Week Number: 0
Acceleration: X=0.399716, Y=0.065464, Z=9.796167 m/s^2 Time of Week: 53.736000, Week Number: 0
Acceleration: X=0.399351, Y=0.063603, Z=9.799688 m/s^2 Time of Week: 53.739000, Week Number: 0
Acceleration: X=0.402575, Y=0.066831, Z=9.795117 m/s^2 Time of Week: 53.742000, Week Number: 0
Acceleration: X=0.407695, Y=0.068330, Z=9.803193 m/s^2 Time of Week: 53.745000, Week Number: 0
Acceleration: X=0.406343, Y=0.074269, Z=9.799770 m/s^2 Time of Week: 53.748000, Week Number: 0
Acceleration: X=0.398759, Y=0.077530, Z=9.809159 m/s^2 Time of Week: 53.751000, Week Number: 0
Acceleration: X=0.404067, Y=0.075548, Z=9.802346 m/s^2 Time of Week: 53.754000, Week Number: 0
Acceleration: X=0.402812, Y=0.071685, Z=9.799192 m/s^2 Time of Week: 53.757000, Week Number: 0
Acceleration: X=0.401516, Y=0.071478, Z=9.797693 m/s^2 Time of Week: 53.760000, Week Number: 0
Acceleration: X=0.392489, Y=0.074050, Z=9.798277 m/s^2 Time of Week: 53.763000, Week Number: 0
Acceleration: X=0.398193, Y=0.078212, Z=9.797166 m/s^2 Time of Week: 53.766000, Week Number: 0
Acceleration: X=0.401410, Y=0.072027, Z=9.794560 m/s^2 Time of Week: 53.769000, Week Number: 0
Acceleration: X=0.397028, Y=0.072021, Z=9.797260 m/s^2 Time of Week: 53.772000, Week Number: 0
Acceleration: X=0.401040, Y=0.065529, Z=9.802319 m/s^2 Time of Week: 53.775000, Week Number: 0
Acceleration: X=0.397453, Y=0.070807, Z=9.800868 m/s^2 Time of Week: 53.778000, Week Number: 0
Acceleration: X=0.402384, Y=0.058204, Z=9.793343 m/s^2 Time of Week: 53.781000, Week Number: 0
Acceleration: X=0.400838, Y=0.067503, Z=9.799791 m/s^2 Time of Week: 53.784000, Week Number: 0
Acceleration: X=0.399574, Y=0.071381, Z=9.804061 m/s^2 Time of Week: 53.787000, Week Number: 0
Acceleration: X=0.401861, Y=0.068665, Z=9.794712 m/s^2 Time of Week: 53.790000, Week Number: 0
Acceleration: X=0.398949, Y=0.069688, Z=9.797879 m/s^2 Time of Week: 53.793000, Week Number: 0
Acceleration: X=0.401028, Y=0.062860, Z=9.802734 m/s^2 Time of Week: 53.796000, Week Number: 0
Acceleration: X=0.398636, Y=0.079369, Z=9.803201 m/s^2 Time of Week: 53.799000, Week Number: 0
Acceleration: X=0.406561, Y=0.069367, Z=9.802115 m/s^2 Time of Week: 53.802000, Week Number: 0
Acceleration: X=0.404504, Y=0.062265, Z=9.797482 m/s^2 Time of Week: 53.805000, Week Number: 0
Acceleration: X=0.401315, Y=0.068444, Z=9.798332 m/s^2 Time of Week: 53.808000, Week Number: 0
Acceleration: X=0.404187, Y=0.070872, Z=9.793015 m/s^2 Time of Week: 53.811000, Week Number: 0
Acceleration: X=0.401661, Y=0.070834, Z=9.794128 m/s^2 Time of Week: 53.814000, Week Number: 0
Acceleration: X=0.404096, Y=0.071359, Z=9.801216 m/s^2 Time of Week: 53.817000, Week Number: 0
Acceleration: X=0.396338, Y=0.076232, Z=9.804723 m/s^2 Time of Week: 53.820000, Week Number: 0
Acceleration: X=0.394003, Y=0.075170, Z=9.800818 m/s^2 Time of Week: 53.823000, Week Number: 0
Acceleration: X=0.397247, Y=0.070281, Z=9.795323 m/s^2 Time of Week: 53.826000, Week Number: 0
Acceleration: X=0.393198, Y=0.070979, Z=9.804128 m/s^2 Time of Week: 53.829000, Week Number: 0
Acceleration: X=0.395173, Y=0.072729, Z=9.805981 m/s^2 Time of Week: 53.832000, Week Number: 0
Acceleration: X=0.398887, Y=0.063357, Z=9.806781 m/s^2 Time of Week: 53.835000, Week Number: 0
Acceleration: X=0.398434, Y=0.067394, Z=9.806815 m/s^2 Time of Week: 53.838000, Week Number: 0
Acceleration: X=0.398833, Y=0.066035, Z=9.803585 m/s^2 Time of Week: 53.841000, Week Number: 0
Acceleration: X=0.406640, Y=0.067276, Z=9.799373 m/s^2 Time of Week: 53.844000, Week Number: 0
Acceleration: X=0.401555, Y=0.060919, Z=9.795468 m/s^2 Time of Week: 53.847000, Week Number: 0
Acceleration: X=0.402084, Y=0.064461, Z=9.798925 m/s^2 Time of Week: 53.850000, Week Number: 0
Acceleration: X=0.405002, Y=0.070814, Z=9.795227 m/s^2 Time of Week: 53.853000, Week Number: 0
Acceleration: X=0.406557, Y=0.065594, Z=9.791657 m/s^2 Time of Week: 53.856000, Week Number: 0
Acceleration: X=0.406984, Y=0.065138, Z=9.795802 m/s^2 Time of Week: 53.859000, Week Number: 0
Acceleration: X=0.402562, Y=0.062633, Z=9.792582 m/s^2 Time of Week: 53.862000, Week Number: 0
Acceleration: X=0.404598, Y=0.066210, Z=9.805351 m/s^2 Time of Week: 53.865000, Week Number: 0
Acceleration: X=0.407432, Y=0.074838, Z=9.808321 m/s^2 Time of Week: 53.868000, Week Number: 0
Acceleration: X=0.401932, Y=0.075834, Z=9.805632 m/s^2 Time of Week: 53.871000, Week Number: 0
Acceleration: X=0.397758, Y=0.068543, Z=9.806439 m/s^2 Time of Week: 53.874000, Week Number: 0
Acceleration: X=0.405634, Y=0.063443, Z=9.804156 m/s^2 Time of Week: 53.877000, Week Number: 0
Acceleration: X=0.398556, Y=0.064901, Z=9.802368 m/s^2 Time of Week: 53.880000, Week Number: 0
Acceleration: X=0.394434, Y=0.067076, Z=9.801635 m/s^2 Time of Week: 53.883000, Week Number: 0
Acceleration: X=0.393848, Y=0.071132, Z=9.800831 m/s^2 Time of Week: 53.886000, Week Number: 0
Acceleration: X=0.400437, Y=0.065243, Z=9.797911 m/s^2 Time of Week: 53.889000, Week Number: 0
Acceleration: X=0.401692, Y=0.067717, Z=9.803166 m/s^2 Time of Week: 53.892000, Week Number: 0
Acceleration: X=0.397895, Y=0.069322, Z=9.803859 m/s^2 Time of Week: 53.895000, Week Number: 0
Acceleration: X=0.395333, Y=0.068109, Z=9.800390 m/s^2 Time of Week: 53.898000, Week Number: 0
Acceleration: X=0.397958, Y=0.069291, Z=9.801945 m/s^2 Time of Week: 53.901000, Week Number: 0
Acceleration: X=0.401344, Y=0.069531, Z=9.797565 m/s^2 Time of Week: 53.904000, Week Number: 0
Acceleration: X=0.401832, Y=0.066872, Z=9.798484 m/s^2 Time of Week: 53.907000, Week Number: 0
Acceleration: X=0.398000, Y=0.069679, Z=9.797542 m/s^2 Time of Week: 53.910000, Week Number: 0
Acceleration: X=0.395668, Y=0.068395, Z=9.791372 m/s^2 Time of Week: 53.913000, Week Number: 0
Acceleration: X=0.400994, Y=0.060765, Z=9.789363 m/s^2 Time of Week: 53.916000, Week Number: 0
Acceleration: X=0.400093, Y=0.065121, Z=9.795511 m/s^2 Time of Week: 53.919000, Week Number: 0
Acceleration: X=0.402361, Y=0.069463, Z=9.794888 m/s^2 Time of Week: 53.922000, Week Number: 0
Acceleration: X=0.398706, Y=0.063546, Z=9.800148 m/s^2 Time of Week: 53.925000, Week Number: 0
Acceleration: X=0.400259, Y=0.061791, Z=9.793113 m/s^2 Time of Week: 53.928000, Week Number: 0
Acceleration: X=0.397359, Y=0.066460, Z=9.788968 m/s^2 Time of Week: 53.931000, Week Number: 0
Acceleration: X=0.392403, Y=0.065205, Z=9.798954 m/s^2 Time of Week: 53.934000, Week Number: 0
Acceleration: X=0.391649, Y=0.066375, Z=9.806669 m/s^2 Time of Week: 53.937000, Week Number: 0
Acceleration: X=0.403012, Y=0.065867, Z=9.800139 m/s^2 Time of Week: 53.940000, Week Number: 0
Acceleration: X=0.403066, Y=0.069013, Z=9.795372 m/s^2 Time of Week: 53.943000, Week Number: 0
Acceleration: X=0.403567, Y=0.066259, Z=9.796782 m/s^2 Time of Week: 53.946000, Week Number: 0
Acceleration: X=0.410418, Y=0.065244, Z=9.804743 m/s^2 Time of Week: 53.949000, Week Number: 0
Acceleration: X=0.408022, Y=0.067859, Z=9.801066 m/s^2 Time of Week: 53.952000, Week Number: 0
Acceleration: X=0.407766, Y=0.070025, Z=9.799075 m/s^2 Time of Week: 53.955000, Week Number: 0
Acceleration: X=0.407087, Y=0.070073, Z=9.807315 m/s^2 Time of Week: 53.958000, Week Number: 0
Acceleration: X=0.402330, Y=0.066443, Z=9.804664 m/s^2 Time of Week: 53.961000, Week Number: 0
Acceleration: X=0.406199, Y=0.066566, Z=9.798105 m/s^2 Time of Week: 53.964000, Week Number: 0
Acceleration: X=0.409822, Y=0.071697, Z=9.798788 m/s^2 Time of Week: 53.967000, Week Number: 0
Acceleration: X=0.406314, Y=0.071682, Z=9.793471 m/s^2 Time of Week: 53.970000, Week Number: 0
Acceleration: X=0.406001, Y=0.069598, Z=9.798533 m/s^2 Time of Week: 53.973000, Week Number: 0
Acceleration: X=0.408029, Y=0.065994, Z=9.797163 m/s^2 Time of Week: 53.976000, Week Number: 0
Acceleration: X=0.401662, Y=0.066708, Z=9.798278 m/s^2 Time of Week: 53.979000, Week Number: 0
Acceleration: X=0.409455, Y=0.074079, Z=9.804702 m/s^2 Time of Week: 53.982000, Week Number: 0
Acceleration: X=0.405405, Y=0.072628, Z=9.805565 m/s^2 Time of Week: 53.985000, Week Number: 0
Acceleration: X=0.405617, Y=0.071820, Z=9.811154 m/s^2 Time of Week: 53.988000, Week Number: 0
Acceleration: X=0.407430, Y=0.067948, Z=9.806571 m/s^2 Time of Week: 53.991000, Week Number: 0
Acceleration: X=0.413737, Y=0.066609, Z=9.804856 m/s^2 Time of Week: 53.994000, Week Number: 0
Acceleration: X=0.405109, Y=0.064178, Z=9.798750 m/s^2 Time of Week: 53.997000, Week Number: 0
Acceleration: X=0.397024, Y=0.064191, Z=9.801520 m/s^2 Time of Week: 54.000000, Week Number: 0
Acceleration: X=0.397131, Y=0.067120, Z=9.795791 m/s^2 Time of Week: 54.003000, Week Number: 0
Acceleration: X=0.390263, Y=0.069167, Z=9.797138 m/s^2 Time of Week: 54.006000, Week Number: 0
Acceleration: X=0.390608, Y=0.066204, Z=9.799300 m/s^2 Time of Week: 54.009000, Week Number: 0
Acceleration: X=0.396634, Y=0.068245, Z=9.789830 m/s^2 Time of Week: 54.012000, Week Number: 0
Acceleration: X=0.401869, Y=0.074813, Z=9.788049 m/s^2 Time of Week: 54.015000, Week Number: 0
Acceleration: X=0.393476, Y=0.067857, Z=9.789906 m/s^2 Time of Week: 54.018000, Week Number: 0
Acceleration: X=0.393181, Y=0.066980, Z=9.789271 m/s^2 Time of Week: 54.021000, Week Number: 0
Acceleration: X=0.393821, Y=0.066862, Z=9.791398 m/s^2 Time of Week: 54.024000, Week Number: 0
Acceleration: X=0.389897, Y=0.061611, Z=9.790552 m/s^2 Time of Week: 54.027000, Week Number: 0
Acceleration: X=0.392158, Y=0.064967, Z=9.793658 m/s^2 Time of Week: 54.030000, Week Number: 0
Acceleration: X=0.393652, Y=0.070127, Z=9.795138 m/s^2 Time of Week: 54.033000, Week Number: 0
Acceleration: X=0.396765, Y=0.071535, Z=9.795600 m/s^2 Time of Week: 54.036000, Week Number: 0
Acceleration: X=0.385046, Y=0.071069, Z=9.799592 m/s^2 Time of Week: 54.039000, Week Number: 0
Acceleration: X=0.399721, Y=0.070051, Z=9.795623 m/s^2 Time of Week: 54.042000, Week Number: 0
Acceleration: X=0.393042, Y=0.071253, Z=9.790467 m/s^2 Time of Week: 54.045000, Week Number: 0
Acceleration: X=0.400424, Y=0.070272, Z=9.792225 m/s^2 Time of Week: 54.048000, Week Number: 0
Acceleration: X=0.402836, Y=0.063220, Z=9.802780 m/s^2 Time of Week: 54.051000, Week Number: 0
Acceleration: X=0.404209, Y=0.066164, Z=9.796176 m/s^2 Time of Week: 54.054000, Week Number: 0
Acceleration: X=0.412249, Y=0.068327, Z=9.797247 m/s^2 Time of Week: 54.057000, Week Number: 0
Acceleration: X=0.408410, Y=0.061989, Z=9.796789 m/s^2 Time of Week: 54.060000, Week Number: 0
Acceleration: X=0.405275, Y=0.069041, Z=9.795741 m/s^2 Time of Week: 54.063000, Week Number: 0
Acceleration: X=0.407178, Y=0.066577, Z=9.798347 m/s^2 Time of Week: 54.066000, Week Number: 0
Acceleration: X=0.404546, Y=0.068785, Z=9.811611 m/s^2 Time of Week: 54.069000, Week Number: 0
Acceleration: X=0.408032, Y=0.077464, Z=9.810005 m/s^2 Time of Week: 54.072000, Week Number: 0
Acceleration: X=0.408794, Y=0.066533, Z=9.807150 m/s^2 Time of Week: 54.075000, Week Number: 0
Acceleration: X=0.416185, Y=0.072596, Z=9.804446 m/s^2 Time of Week: 54.078000, Week Number: 0
Acceleration: X=0.410603, Y=0.060333, Z=9.795691 m/s^2 Time of Week: 54.081000, Week Number: 0
Acceleration: X=0.410693, Y=0.060721, Z=9.804404 m/s^2 Time of Week: 54.084000, Week Number: 0
Acceleration: X=0.406417, Y=0.059718, Z=9.808727 m/s^2 Time of Week: 54.087000, Week Number: 0
Acceleration: X=0.414284, Y=0.063359, Z=9.807170 m/s^2 Time of Week: 54.090000, Week Number: 0
Acceleration: X=0.412112, Y=0.056823, Z=9.804853 m/s^2 Time of Week: 54.093000, Week Number: 0
Acceleration: X=0.411972, Y=0.061021, Z=9.799886 m/s^2 Time of Week: 54.096000, Week Number: 0
Acceleration: X=0.408349, Y=0.064474, Z=9.798106 m/s^2 Time of Week: 54.099000, Week Number: 0
Acceleration: X=0.399921, Y=0.066982, Z=9.797088 m/s^2 Time of Week: 54.102000, Week Number: 0
Acceleration: X=0.396696, Y=0.067146, Z=9.793312 m/s^2 Time of Week: 54.105000, Week Number: 0
Acceleration: X=0.395464, Y=0.074020, Z=9.793183 m/s^2 Time of Week: 54.108000, Week Number: 0
Acceleration: X=0.393828, Y=0.065478, Z=9.795141 m/s^2 Time of Week: 54.111000, Week Number: 0
Acceleration: X=0.390935, Y=0.070499, Z=9.789869 m/s^2 Time of Week: 54.114000, Week Number: 0
Acceleration: X=0.390227, Y=0.062995, Z=9.797063 m/s^2 Time of Week: 54.117000, Week Number: 0
Acceleration: X=0.394791, Y=0.069562, Z=9.792771 m/s^2 Time of Week: 54.120000, Week Number: 0
Acceleration: X=0.395619, Y=0.068097, Z=9.788983 m/s^2 Time of Week: 54.123000, Week Number: 0
Acceleration: X=0.395779, Y=0.072038, Z=9.794576 m/s^2 Time of Week: 54.126000, Week Number: 0
Acceleration: X=0.394393, Y=0.065488, Z=9.792023 m/s^2 Time of Week: 54.129000, Week Number: 0
Acceleration: X=0.395578, Y=0.073218, Z=9.800324 m/s^2 Time of Week: 54.132000, Week Number: 0
Acceleration: X=0.396945, Y=0.074421, Z=9.805531 m/s^2 Time of Week: 54.135000, Week Number: 0
Acceleration: X=0.396865, Y=0.063779, Z=9.804941 m/s^2 Time of Week: 54.138000, Week Number: 0
Acceleration: X=0.398324, Y=0.062395, Z=9.800107 m/s^2 Time of Week: 54.141000, Week Number: 0
Acceleration: X=0.395760, Y=0.072667, Z=9.794196 m/s^2 Time of Week: 54.144000, Week Number: 0
Acceleration: X=0.401523, Y=0.069401, Z=9.791495 m/s^2 Time of Week: 54.147000, Week Number: 0
Acceleration: X=0.404720, Y=0.064704, Z=9.793899 m/s^2 Time of Week: 54.150000, Week Number: 0
Acceleration: X=0.395764, Y=0.064684, Z=9.801700 m/s^2 Time of Week: 54.153000, Week Number: 0
Acceleration: X=0.403957, Y=0.064307, Z=9.797312 m/s^2 Time of Week: 54.156000, Week Number: 0
Acceleration: X=0.398634, Y=0.065638, Z=9.795980 m/s^2 Time of Week: 54.159000, Week Number: 0
Acceleration: X=0.402233, Y=0.067624, Z=9.795134 m/s^2 Time of Week: 54.162000, Week Number: 0
Acceleration: X=0.404849, Y=0.069559, Z=9.795394 m/s^2 Time of Week: 54.165000, Week Number: 0
Acceleration: X=0.403958, Y=0.071703, Z=9.796721 m/s^2 Time of Week: 54.168000, Week Number: 0
Acceleration: X=0.408455, Y=0.068851, Z=9.804842 m/s^2 Time of Week: 54.171000, Week Number: 0
Acceleration: X=0.408746, Y=0.067196, Z=9.799466 m/s^2 Time of Week: 54.174000, Week Number: 0
Acceleration: X=0.406442, Y=0.070393, Z=9.805110 m/s^2 Time of Week: 54.177000, Week Number: 0
Acceleration: X=0.402774, Y=0.062661, Z=9.803883 m/s^2 Time of Week: 54.180000, Week Number: 0
Acceleration: X=0.403782, Y=0.070986, Z=9.812893 m/s^2 Time of Week: 54.183000, Week Number: 0
Acceleration: X=0.404180, Y=0.069026, Z=9.803515 m/s^2 Time of Week: 54.186000, Week Number: 0
Acceleration: X=0.409371, Y=0.062972, Z=9.804791 m/s^2 Time of Week: 54.189000, Week Number: 0
Acceleration: X=0.407497, Y=0.065772, Z=9.801838 m/s^2 Time of Week: 54.192000, Week Number: 0
Acceleration: X=0.405932, Y=0.071229, Z=9.797449 m/s^2 Time of Week: 54.195000, Week Number: 0
Acceleration: X=0.404236, Y=0.071700, Z=9.792461 m/s^2 Time of Week: 54.198000, Week Number: 0
Acceleration: X=0.401805, Y=0.072394, Z=9.795740 m/s^2 Time of Week: 54.201000, Week Number: 0
Acceleration: X=0.402700, Y=0.062442, Z=9.790800 m/s^2 Time of Week: 54.204000, Week Number: 0
Acceleration: X=0.405281, Y=0.060259, Z=9.794439 m/s^2 Time of Week: 54.207000, Week Number: 0
Acceleration: X=0.405014, Y=0.059877, Z=9.800662 m/s^2 Time of Week: 54.210000, Week Number: 0
Acceleration: X=0.404603, Y=0.063031, Z=9.800535 m/s^2 Time of Week: 54.213000, Week Number: 0
Acceleration: X=0.398042, Y=0.069098, Z=9.805424 m/s^2 Time of Week: 54.216000, Week Number: 0
Acceleration: X=0.398559, Y=0.068042, Z=9.807053 m/s^2 Time of Week: 54.219000, Week Number: 0
Acceleration: X=0.407172, Y=0.070138, Z=9.806551 m/s^2 Time of Week: 54.222000, Week Number: 0
Acceleration: X=0.400662, Y=0.071754, Z=9.803480 m/s^2 Time of Week: 54.225000, Week Number: 0
Acceleration: X=0.402995, Y=0.072549, Z=9.790470 m/s^2 Time of Week: 54.228000, Week Number: 0
Acceleration: X=0.403358, Y=0.074819, Z=9.796649 m/s^2 Time of Week: 54.231000, Week Number: 0
Acceleration: X=0.398145, Y=0.073080, Z=9.797395 m/s^2 Time of Week: 54.234000, Week Number: 0
Acceleration: X=0.398315, Y=0.070906, Z=9.796084 m/s^2 Time of Week: 54.237000, Week Number: 0
Acceleration: X=0.394543, Y=0.070144, Z=9.793094 m/s^2 Time of Week: 54.240000, Week Number: 0
Acceleration: X=0.393488, Y=0.073387, Z=9.802912 m/s^2 Time of Week: 54.243000, Week Number: 0
Acceleration: X=0.400890, Y=0.070090, Z=9.798751 m/s^2 Time of Week: 54.246000, Week Number: 0
Acceleration: X=0.394330, Y=0.069904, Z=9.792403 m/s^2 Time of Week: 54.249000, Week Number: 0
Acceleration: X=0.393410, Y=0.076696, Z=9.795673 m/s^2 Time of Week: 54.252000, Week Number: 0
Acceleration: X=0.392200, Y=0.074935, Z=9.798708 m/s^2 Time of Week: 54.255000, Week Number: 0
Acceleration: X=0.394400, Y=0.072154, Z=9.793406 m/s^2 Time of Week: 54.258000, Week Number: 0
Acceleration: X=0.391743, Y=0.068078, Z=9.794259 m/s^2 Time of Week: 54.261000, Week Number: 0
Acceleration: X=0.399750, Y=0.068387, Z=9.791671 m/s^2 Time of Week: 54.264000, Week Number: 0
Acceleration: X=0.403500, Y=0.068121, Z=9.799986 m/s^2 Time of Week: 54.267000, Week Number: 0
Acceleration: X=0.408201, Y=0.070838, Z=9.798805 m/s^2 Time of Week: 54.270000, Week Number: 0
Acceleration: X=0.404913, Y=0.058000, Z=9.794215 m/s^2 Time of Week: 54.273000, Week Number: 0
Acceleration: X=0.407598, Y=0.065836, Z=9.801290 m/s^2 Time of Week: 54.276000, Week Number: 0
Acceleration: X=0.405383, Y=0.065971, Z=9.796775 m/s^2 Time of Week: 54.279000, Week Number: 0
Acceleration: X=0.409661, Y=0.061214, Z=9.797049 m/s^2 Time of Week: 54.282000, Week Number: 0
Acceleration: X=0.408787, Y=0.068271, Z=9.803273 m/s^2 Time of Week: 54.285000, Week Number: 0
Acceleration: X=0.410146, Y=0.067258, Z=9.800228 m/s^2 Time of Week: 54.288000, Week Number: 0
Acceleration: X=0.411091, Y=0.068530, Z=9.808498 m/s^2 Time of Week: 54.291000, Week Number: 0
Acceleration: X=0.406043, Y=0.067125, Z=9.803192 m/s^2 Time of Week: 54.294000, Week Number: 0
Acceleration: X=0.395545, Y=0.068693, Z=9.795361 m/s^2 Time of Week: 54.297000, Week Number: 0
Acceleration: X=0.396900, Y=0.070742, Z=9.793487 m/s^2 Time of Week: 54.300000, Week Number: 0
Acceleration: X=0.396305, Y=0.066674, Z=9.797758 m/s^2 Time of Week: 54.303000, Week Number: 0
Acceleration: X=0.401359, Y=0.070023, Z=9.793248 m/s^2 Time of Week: 54.306000, Week Number: 0
Acceleration: X=0.393563, Y=0.069417, Z=9.796158 m/s^2 Time of Week: 54.309000, Week Number: 0
Acceleration: X=0.399741, Y=0.062351, Z=9.796146 m/s^2 Time of Week: 54.312000, Week Number: 0
Acceleration: X=0.405620, Y=0.064460, Z=9.792710 m/s^2 Time of Week: 54.315000, Week Number: 0
