
#################################################################
Log started at 2025-06-16_16-24-38.796563 
#################################################################
IMU initialized succesfully
PPS initialized succesfully
Stream initialized successfully
Stream synced
Acceleration: X=0.402705, Y=0.066181, Z=9.797228 m/s^2 Time of Week: 116679.326972, Week Number: 2371
Acceleration: X=0.401805, Y=0.066680, Z=9.798206 m/s^2 Time of Week: 116680.052990, Week Number: 2371
Acceleration: X=0.401614, Y=0.070351, Z=9.800855 m/s^2 Time of Week: 116680.055990, Week Number: 2371
Acceleration: X=0.397504, Y=0.070888, Z=9.797966 m/s^2 Time of Week: 116680.058990, Week Number: 2371
Acceleration: X=0.402738, Y=0.061864, Z=9.789732 m/s^2 Time of Week: 116680.061990, Week Number: 2371
Acceleration: X=0.399749, Y=0.064265, Z=9.800884 m/s^2 Time of Week: 116680.064990, Week Number: 2371
Acceleration: X=0.402045, Y=0.060474, Z=9.806184 m/s^2 Time of Week: 116680.067990, Week Number: 2371
Acceleration: X=0.405250, Y=0.063885, Z=9.798419 m/s^2 Time of Week: 116680.070990, Week Number: 2371
Acceleration: X=0.401695, Y=0.065244, Z=9.796884 m/s^2 Time of Week: 116680.073990, Week Number: 2371
Acceleration: X=0.401920, Y=0.066048, Z=9.794348 m/s^2 Time of Week: 116680.076990, Week Number: 2371
Acceleration: X=0.404448, Y=0.065843, Z=9.798117 m/s^2 Time of Week: 116680.079990, Week Number: 2371
Acceleration: X=0.403925, Y=0.067974, Z=9.798684 m/s^2 Time of Week: 116680.082990, Week Number: 2371
Acceleration: X=0.406761, Y=0.065071, Z=9.804292 m/s^2 Time of Week: 116680.085990, Week Number: 2371
Acceleration: X=0.405104, Y=0.066755, Z=9.799031 m/s^2 Time of Week: 116680.088990, Week Number: 2371
Acceleration: X=0.404196, Y=0.073164, Z=9.792534 m/s^2 Time of Week: 116680.091990, Week Number: 2371
Acceleration: X=0.408115, Y=0.074865, Z=9.800414 m/s^2 Time of Week: 116680.094990, Week Number: 2371
Acceleration: X=0.406375, Y=0.074020, Z=9.798632 m/s^2 Time of Week: 116680.097990, Week Number: 2371
Acceleration: X=0.402027, Y=0.070686, Z=9.799148 m/s^2 Time of Week: 116680.100990, Week Number: 2371
Acceleration: X=0.395966, Y=0.072701, Z=9.804957 m/s^2 Time of Week: 116680.103990, Week Number: 2371
Acceleration: X=0.397692, Y=0.071168, Z=9.798375 m/s^2 Time of Week: 116680.106990, Week Number: 2371
Acceleration: X=0.398377, Y=0.064734, Z=9.804144 m/s^2 Time of Week: 116680.109990, Week Number: 2371
Acceleration: X=0.404442, Y=0.069559, Z=9.796953 m/s^2 Time of Week: 116680.112990, Week Number: 2371
Acceleration: X=0.398700, Y=0.072354, Z=9.802877 m/s^2 Time of Week: 116680.115990, Week Number: 2371
Acceleration: X=0.398348, Y=0.069905, Z=9.797862 m/s^2 Time of Week: 116680.118990, Week Number: 2371
Acceleration: X=0.398051, Y=0.070131, Z=9.804896 m/s^2 Time of Week: 116680.121990, Week Number: 2371
Acceleration: X=0.403070, Y=0.070259, Z=9.799321 m/s^2 Time of Week: 116680.124990, Week Number: 2371
Acceleration: X=0.401051, Y=0.073700, Z=9.783982 m/s^2 Time of Week: 116680.127990, Week Number: 2371
Acceleration: X=0.393468, Y=0.072057, Z=9.782881 m/s^2 Time of Week: 116680.130990, Week Number: 2371
Acceleration: X=0.392415, Y=0.072632, Z=9.793639 m/s^2 Time of Week: 116680.133990, Week Number: 2371
Acceleration: X=0.397795, Y=0.068767, Z=9.800583 m/s^2 Time of Week: 116680.136990, Week Number: 2371
Acceleration: X=0.401008, Y=0.069251, Z=9.799463 m/s^2 Time of Week: 116680.139990, Week Number: 2371
Acceleration: X=0.402426, Y=0.073683, Z=9.796055 m/s^2 Time of Week: 116680.142990, Week Number: 2371
Acceleration: X=0.402712, Y=0.064469, Z=9.792063 m/s^2 Time of Week: 116680.145990, Week Number: 2371
Acceleration: X=0.399424, Y=0.065620, Z=9.802015 m/s^2 Time of Week: 116680.148990, Week Number: 2371
Acceleration: X=0.395024, Y=0.062132, Z=9.799303 m/s^2 Time of Week: 116680.151990, Week Number: 2371
Acceleration: X=0.397813, Y=0.064934, Z=9.804409 m/s^2 Time of Week: 116680.154990, Week Number: 2371
Acceleration: X=0.402454, Y=0.066355, Z=9.802804 m/s^2 Time of Week: 116680.157990, Week Number: 2371
Acceleration: X=0.401760, Y=0.067290, Z=9.797187 m/s^2 Time of Week: 116680.160990, Week Number: 2371
Acceleration: X=0.393871, Y=0.068190, Z=9.792948 m/s^2 Time of Week: 116680.163990, Week Number: 2371
Acceleration: X=0.394859, Y=0.065246, Z=9.796046 m/s^2 Time of Week: 116680.166990, Week Number: 2371
Acceleration: X=0.403556, Y=0.072645, Z=9.807288 m/s^2 Time of Week: 116680.169990, Week Number: 2371
Acceleration: X=0.401410, Y=0.077564, Z=9.803637 m/s^2 Time of Week: 116680.172990, Week Number: 2371
Acceleration: X=0.396964, Y=0.078198, Z=9.802809 m/s^2 Time of Week: 116680.175990, Week Number: 2371
Acceleration: X=0.403392, Y=0.067461, Z=9.803810 m/s^2 Time of Week: 116680.178990, Week Number: 2371
Acceleration: X=0.400949, Y=0.069823, Z=9.796287 m/s^2 Time of Week: 116680.181990, Week Number: 2371
Acceleration: X=0.401550, Y=0.064490, Z=9.802372 m/s^2 Time of Week: 116680.184990, Week Number: 2371
Acceleration: X=0.407407, Y=0.067288, Z=9.805883 m/s^2 Time of Week: 116680.187990, Week Number: 2371
Acceleration: X=0.408949, Y=0.065739, Z=9.798094 m/s^2 Time of Week: 116680.190991, Week Number: 2371
Acceleration: X=0.406731, Y=0.065897, Z=9.801850 m/s^2 Time of Week: 116680.193991, Week Number: 2371
Acceleration: X=0.400784, Y=0.063179, Z=9.802240 m/s^2 Time of Week: 116680.196991, Week Number: 2371
Acceleration: X=0.396271, Y=0.061216, Z=9.803190 m/s^2 Time of Week: 116680.199991, Week Number: 2371
Acceleration: X=0.406364, Y=0.065741, Z=9.803159 m/s^2 Time of Week: 116680.202991, Week Number: 2371
Acceleration: X=0.408295, Y=0.061422, Z=9.802365 m/s^2 Time of Week: 116680.205991, Week Number: 2371
Acceleration: X=0.404252, Y=0.062760, Z=9.802068 m/s^2 Time of Week: 116680.208991, Week Number: 2371
Acceleration: X=0.402207, Y=0.067359, Z=9.803184 m/s^2 Time of Week: 116680.211991, Week Number: 2371
Acceleration: X=0.400775, Y=0.064700, Z=9.799358 m/s^2 Time of Week: 116680.214991, Week Number: 2371
Acceleration: X=0.402791, Y=0.063816, Z=9.793453 m/s^2 Time of Week: 116680.217991, Week Number: 2371
Acceleration: X=0.395168, Y=0.066005, Z=9.797356 m/s^2 Time of Week: 116680.220991, Week Number: 2371
Acceleration: X=0.389113, Y=0.064875, Z=9.799988 m/s^2 Time of Week: 116680.223991, Week Number: 2371
Acceleration: X=0.397934, Y=0.065917, Z=9.798297 m/s^2 Time of Week: 116680.226991, Week Number: 2371
Acceleration: X=0.401798, Y=0.069656, Z=9.792858 m/s^2 Time of Week: 116680.229991, Week Number: 2371
Acceleration: X=0.400440, Y=0.068453, Z=9.794373 m/s^2 Time of Week: 116680.232991, Week Number: 2371
Acceleration: X=0.399010, Y=0.074899, Z=9.802091 m/s^2 Time of Week: 116680.235991, Week Number: 2371
Acceleration: X=0.397709, Y=0.074224, Z=9.801707 m/s^2 Time of Week: 116680.238991, Week Number: 2371
Acceleration: X=0.399375, Y=0.070366, Z=9.798389 m/s^2 Time of Week: 116680.241991, Week Number: 2371
Acceleration: X=0.395843, Y=0.071314, Z=9.795515 m/s^2 Time of Week: 116680.244991, Week Number: 2371
Acceleration: X=0.399773, Y=0.070152, Z=9.792394 m/s^2 Time of Week: 116680.247991, Week Number: 2371
Acceleration: X=0.401111, Y=0.068745, Z=9.798001 m/s^2 Time of Week: 116680.250991, Week Number: 2371
Acceleration: X=0.395288, Y=0.062187, Z=9.792024 m/s^2 Time of Week: 116680.253991, Week Number: 2371
Acceleration: X=0.400363, Y=0.066272, Z=9.802464 m/s^2 Time of Week: 116680.256991, Week Number: 2371
Acceleration: X=0.403767, Y=0.062469, Z=9.800264 m/s^2 Time of Week: 116680.259991, Week Number: 2371
Acceleration: X=0.407645, Y=0.063489, Z=9.796602 m/s^2 Time of Week: 116680.262991, Week Number: 2371
Acceleration: X=0.403805, Y=0.070741, Z=9.798110 m/s^2 Time of Week: 116680.265991, Week Number: 2371
Acceleration: X=0.408466, Y=0.069865, Z=9.803648 m/s^2 Time of Week: 116680.268991, Week Number: 2371
Acceleration: X=0.406925, Y=0.072442, Z=9.803793 m/s^2 Time of Week: 116680.271991, Week Number: 2371
Acceleration: X=0.406024, Y=0.068735, Z=9.800471 m/s^2 Time of Week: 116680.274991, Week Number: 2371
Acceleration: X=0.405912, Y=0.070672, Z=9.805527 m/s^2 Time of Week: 116680.277991, Week Number: 2371
Acceleration: X=0.404091, Y=0.071274, Z=9.802941 m/s^2 Time of Week: 116680.280991, Week Number: 2371
Acceleration: X=0.402258, Y=0.072124, Z=9.805040 m/s^2 Time of Week: 116680.283991, Week Number: 2371
Acceleration: X=0.399396, Y=0.066219, Z=9.806026 m/s^2 Time of Week: 116680.286991, Week Number: 2371
Acceleration: X=0.397050, Y=0.069717, Z=9.807223 m/s^2 Time of Week: 116680.289991, Week Number: 2371
Acceleration: X=0.406335, Y=0.070065, Z=9.806219 m/s^2 Time of Week: 116680.292991, Week Number: 2371
Acceleration: X=0.407447, Y=0.070398, Z=9.804416 m/s^2 Time of Week: 116680.295991, Week Number: 2371
Acceleration: X=0.404640, Y=0.068355, Z=9.799945 m/s^2 Time of Week: 116680.298991, Week Number: 2371
Acceleration: X=0.400220, Y=0.071917, Z=9.793884 m/s^2 Time of Week: 116680.301991, Week Number: 2371
Acceleration: X=0.394408, Y=0.070135, Z=9.799498 m/s^2 Time of Week: 116680.304991, Week Number: 2371
Acceleration: X=0.396114, Y=0.072512, Z=9.792000 m/s^2 Time of Week: 116680.307991, Week Number: 2371
Acceleration: X=0.396237, Y=0.069845, Z=9.799456 m/s^2 Time of Week: 116680.310991, Week Number: 2371
Acceleration: X=0.396175, Y=0.066580, Z=9.796635 m/s^2 Time of Week: 116680.313991, Week Number: 2371
Acceleration: X=0.395734, Y=0.074730, Z=9.792000 m/s^2 Time of Week: 116680.316991, Week Number: 2371
Acceleration: X=0.401116, Y=0.069990, Z=9.804419 m/s^2 Time of Week: 116680.319991, Week Number: 2371
Acceleration: X=0.399456, Y=0.068427, Z=9.805629 m/s^2 Time of Week: 116680.322991, Week Number: 2371
Acceleration: X=0.394240, Y=0.066660, Z=9.795674 m/s^2 Time of Week: 116680.325991, Week Number: 2371
Acceleration: X=0.397187, Y=0.072192, Z=9.791890 m/s^2 Time of Week: 116680.328991, Week Number: 2371
Acceleration: X=0.400233, Y=0.072770, Z=9.790442 m/s^2 Time of Week: 116680.331991, Week Number: 2371
Acceleration: X=0.396999, Y=0.068486, Z=9.796199 m/s^2 Time of Week: 116680.334991, Week Number: 2371
Acceleration: X=0.397329, Y=0.064837, Z=9.800310 m/s^2 Time of Week: 116680.337991, Week Number: 2371
Acceleration: X=0.396346, Y=0.062748, Z=9.799244 m/s^2 Time of Week: 116680.340991, Week Number: 2371
Acceleration: X=0.398301, Y=0.068460, Z=9.801748 m/s^2 Time of Week: 116680.343991, Week Number: 2371
Acceleration: X=0.398915, Y=0.065867, Z=9.794913 m/s^2 Time of Week: 116680.346991, Week Number: 2371
Acceleration: X=0.393693, Y=0.070852, Z=9.798703 m/s^2 Time of Week: 116680.349991, Week Number: 2371
Acceleration: X=0.401267, Y=0.068364, Z=9.802436 m/s^2 Time of Week: 116680.352991, Week Number: 2371
Acceleration: X=0.404002, Y=0.069403, Z=9.799408 m/s^2 Time of Week: 116680.355991, Week Number: 2371
Acceleration: X=0.399436, Y=0.068721, Z=9.792076 m/s^2 Time of Week: 116680.358991, Week Number: 2371
Acceleration: X=0.402434, Y=0.069395, Z=9.793089 m/s^2 Time of Week: 116680.361991, Week Number: 2371
Acceleration: X=0.408638, Y=0.068971, Z=9.796869 m/s^2 Time of Week: 116680.364991, Week Number: 2371
Acceleration: X=0.400454, Y=0.073844, Z=9.801402 m/s^2 Time of Week: 116680.367991, Week Number: 2371
Acceleration: X=0.401365, Y=0.065923, Z=9.798931 m/s^2 Time of Week: 116680.370991, Week Number: 2371
Acceleration: X=0.406784, Y=0.073391, Z=9.803972 m/s^2 Time of Week: 116680.373991, Week Number: 2371
Acceleration: X=0.410340, Y=0.067839, Z=9.804042 m/s^2 Time of Week: 116680.376991, Week Number: 2371
Acceleration: X=0.405415, Y=0.070324, Z=9.803391 m/s^2 Time of Week: 116680.379991, Week Number: 2371
Acceleration: X=0.406675, Y=0.064102, Z=9.805983 m/s^2 Time of Week: 116680.382991, Week Number: 2371
Acceleration: X=0.405330, Y=0.062233, Z=9.801333 m/s^2 Time of Week: 116680.385991, Week Number: 2371
Acceleration: X=0.403986, Y=0.061391, Z=9.803250 m/s^2 Time of Week: 116680.388991, Week Number: 2371
Acceleration: X=0.404197, Y=0.070311, Z=9.799342 m/s^2 Time of Week: 116680.391991, Week Number: 2371
Acceleration: X=0.404874, Y=0.073617, Z=9.803090 m/s^2 Time of Week: 116680.394991, Week Number: 2371
Acceleration: X=0.400069, Y=0.063528, Z=9.791261 m/s^2 Time of Week: 116680.397991, Week Number: 2371
Acceleration: X=0.396595, Y=0.069774, Z=9.796014 m/s^2 Time of Week: 116680.400991, Week Number: 2371
Acceleration: X=0.401072, Y=0.065865, Z=9.802827 m/s^2 Time of Week: 116680.403991, Week Number: 2371
Acceleration: X=0.400380, Y=0.067945, Z=9.798640 m/s^2 Time of Week: 116680.406991, Week Number: 2371
Acceleration: X=0.401803, Y=0.073159, Z=9.796916 m/s^2 Time of Week: 116680.409991, Week Number: 2371
Acceleration: X=0.397848, Y=0.074972, Z=9.801957 m/s^2 Time of Week: 116680.412991, Week Number: 2371
Acceleration: X=0.399336, Y=0.072316, Z=9.792393 m/s^2 Time of Week: 116680.415992, Week Number: 2371
Acceleration: X=0.401264, Y=0.069336, Z=9.794353 m/s^2 Time of Week: 116680.418992, Week Number: 2371
Acceleration: X=0.395879, Y=0.067100, Z=9.800704 m/s^2 Time of Week: 116680.421992, Week Number: 2371
Acceleration: X=0.388325, Y=0.065442, Z=9.799006 m/s^2 Time of Week: 116680.424992, Week Number: 2371
Acceleration: X=0.395551, Y=0.071476, Z=9.800309 m/s^2 Time of Week: 116680.427992, Week Number: 2371
Acceleration: X=0.400017, Y=0.070895, Z=9.789308 m/s^2 Time of Week: 116680.430992, Week Number: 2371
Acceleration: X=0.403191, Y=0.071287, Z=9.793855 m/s^2 Time of Week: 116680.433992, Week Number: 2371
Acceleration: X=0.400647, Y=0.064188, Z=9.796577 m/s^2 Time of Week: 116680.436992, Week Number: 2371
Acceleration: X=0.399760, Y=0.063024, Z=9.796760 m/s^2 Time of Week: 116680.439992, Week Number: 2371
Acceleration: X=0.398612, Y=0.062448, Z=9.801595 m/s^2 Time of Week: 116680.442992, Week Number: 2371
Acceleration: X=0.399498, Y=0.063661, Z=9.794054 m/s^2 Time of Week: 116680.445992, Week Number: 2371
Acceleration: X=0.404769, Y=0.072176, Z=9.792340 m/s^2 Time of Week: 116680.448992, Week Number: 2371
Acceleration: X=0.402831, Y=0.069804, Z=9.798115 m/s^2 Time of Week: 116680.451992, Week Number: 2371
Acceleration: X=0.405027, Y=0.062721, Z=9.799165 m/s^2 Time of Week: 116680.454992, Week Number: 2371
Acceleration: X=0.410472, Y=0.067672, Z=9.805968 m/s^2 Time of Week: 116680.457992, Week Number: 2371
Acceleration: X=0.407229, Y=0.074769, Z=9.809152 m/s^2 Time of Week: 116680.460992, Week Number: 2371
Acceleration: X=0.401875, Y=0.069971, Z=9.799471 m/s^2 Time of Week: 116680.463992, Week Number: 2371
Acceleration: X=0.397291, Y=0.072634, Z=9.796530 m/s^2 Time of Week: 116680.466992, Week Number: 2371
Acceleration: X=0.402383, Y=0.068456, Z=9.796673 m/s^2 Time of Week: 116680.469992, Week Number: 2371
Acceleration: X=0.406590, Y=0.069357, Z=9.808075 m/s^2 Time of Week: 116680.472992, Week Number: 2371
Acceleration: X=0.404012, Y=0.064144, Z=9.805241 m/s^2 Time of Week: 116680.475992, Week Number: 2371
Acceleration: X=0.401653, Y=0.064863, Z=9.798203 m/s^2 Time of Week: 116680.478992, Week Number: 2371
Acceleration: X=0.406797, Y=0.072254, Z=9.796704 m/s^2 Time of Week: 116680.481992, Week Number: 2371
Acceleration: X=0.398772, Y=0.066268, Z=9.800614 m/s^2 Time of Week: 116680.484992, Week Number: 2371
Acceleration: X=0.403857, Y=0.060633, Z=9.805366 m/s^2 Time of Week: 116680.487992, Week Number: 2371
Acceleration: X=0.400333, Y=0.062789, Z=9.802995 m/s^2 Time of Week: 116680.490992, Week Number: 2371
Acceleration: X=0.402208, Y=0.068111, Z=9.802818 m/s^2 Time of Week: 116680.493992, Week Number: 2371
Acceleration: X=0.404924, Y=0.064434, Z=9.792709 m/s^2 Time of Week: 116680.496992, Week Number: 2371
Acceleration: X=0.401778, Y=0.065657, Z=9.795951 m/s^2 Time of Week: 116680.499992, Week Number: 2371
Acceleration: X=0.401519, Y=0.066863, Z=9.797870 m/s^2 Time of Week: 116680.502992, Week Number: 2371
Acceleration: X=0.396575, Y=0.068391, Z=9.794528 m/s^2 Time of Week: 116680.505992, Week Number: 2371
Acceleration: X=0.396169, Y=0.070109, Z=9.801854 m/s^2 Time of Week: 116680.508992, Week Number: 2371
Acceleration: X=0.399278, Y=0.068544, Z=9.795674 m/s^2 Time of Week: 116680.511992, Week Number: 2371
Acceleration: X=0.396016, Y=0.065548, Z=9.796612 m/s^2 Time of Week: 116680.514992, Week Number: 2371
Acceleration: X=0.399805, Y=0.064429, Z=9.800143 m/s^2 Time of Week: 116680.517992, Week Number: 2371
Acceleration: X=0.399324, Y=0.072950, Z=9.791188 m/s^2 Time of Week: 116680.520992, Week Number: 2371
Acceleration: X=0.400294, Y=0.071199, Z=9.795608 m/s^2 Time of Week: 116680.523992, Week Number: 2371
Acceleration: X=0.402871, Y=0.074854, Z=9.798301 m/s^2 Time of Week: 116680.526992, Week Number: 2371
Acceleration: X=0.397071, Y=0.076981, Z=9.800138 m/s^2 Time of Week: 116680.529992, Week Number: 2371
Acceleration: X=0.395481, Y=0.070394, Z=9.795760 m/s^2 Time of Week: 116680.532992, Week Number: 2371
Acceleration: X=0.396879, Y=0.072395, Z=9.798401 m/s^2 Time of Week: 116680.535992, Week Number: 2371
Acceleration: X=0.407957, Y=0.064933, Z=9.797009 m/s^2 Time of Week: 116680.538992, Week Number: 2371
Acceleration: X=0.408239, Y=0.068167, Z=9.797122 m/s^2 Time of Week: 116680.541992, Week Number: 2371
Acceleration: X=0.399299, Y=0.065719, Z=9.797875 m/s^2 Time of Week: 116680.544992, Week Number: 2371
Acceleration: X=0.405600, Y=0.064686, Z=9.796171 m/s^2 Time of Week: 116680.547992, Week Number: 2371
Acceleration: X=0.406672, Y=0.066647, Z=9.806613 m/s^2 Time of Week: 116680.550992, Week Number: 2371
Acceleration: X=0.404320, Y=0.070608, Z=9.803029 m/s^2 Time of Week: 116680.553992, Week Number: 2371
Acceleration: X=0.407480, Y=0.068275, Z=9.804635 m/s^2 Time of Week: 116680.556992, Week Number: 2371
Acceleration: X=0.411818, Y=0.065425, Z=9.815569 m/s^2 Time of Week: 116680.559992, Week Number: 2371
Acceleration: X=0.402552, Y=0.064876, Z=9.810636 m/s^2 Time of Week: 116680.562992, Week Number: 2371
Acceleration: X=0.404038, Y=0.066867, Z=9.803511 m/s^2 Time of Week: 116680.565992, Week Number: 2371
Acceleration: X=0.404625, Y=0.071267, Z=9.800220 m/s^2 Time of Week: 116680.568992, Week Number: 2371
Acceleration: X=0.402729, Y=0.067834, Z=9.801292 m/s^2 Time of Week: 116680.571992, Week Number: 2371
Acceleration: X=0.411926, Y=0.070949, Z=9.807923 m/s^2 Time of Week: 116680.574992, Week Number: 2371
Acceleration: X=0.411882, Y=0.065993, Z=9.802608 m/s^2 Time of Week: 116680.577992, Week Number: 2371
Acceleration: X=0.412989, Y=0.067543, Z=9.797962 m/s^2 Time of Week: 116680.580992, Week Number: 2371
Acceleration: X=0.404066, Y=0.066361, Z=9.801929 m/s^2 Time of Week: 116680.583992, Week Number: 2371
Acceleration: X=0.401132, Y=0.065527, Z=9.794507 m/s^2 Time of Week: 116680.586993, Week Number: 2371
Acceleration: X=0.399142, Y=0.076858, Z=9.795576 m/s^2 Time of Week: 116680.589993, Week Number: 2371
Acceleration: X=0.389281, Y=0.079397, Z=9.795439 m/s^2 Time of Week: 116680.592993, Week Number: 2371
Acceleration: X=0.389140, Y=0.068706, Z=9.800298 m/s^2 Time of Week: 116680.595993, Week Number: 2371
Acceleration: X=0.398239, Y=0.068925, Z=9.795095 m/s^2 Time of Week: 116680.598993, Week Number: 2371
Acceleration: X=0.401184, Y=0.067437, Z=9.800415 m/s^2 Time of Week: 116680.601993, Week Number: 2371
Acceleration: X=0.395995, Y=0.070333, Z=9.797530 m/s^2 Time of Week: 116680.604993, Week Number: 2371
Acceleration: X=0.402664, Y=0.072450, Z=9.806912 m/s^2 Time of Week: 116680.607993, Week Number: 2371
Acceleration: X=0.395448, Y=0.070806, Z=9.793181 m/s^2 Time of Week: 116680.610993, Week Number: 2371
Acceleration: X=0.391018, Y=0.064993, Z=9.797025 m/s^2 Time of Week: 116680.613993, Week Number: 2371
Acceleration: X=0.396239, Y=0.067325, Z=9.793501 m/s^2 Time of Week: 116680.616993, Week Number: 2371
Acceleration: X=0.396375, Y=0.070750, Z=9.800007 m/s^2 Time of Week: 116680.619993, Week Number: 2371
Acceleration: X=0.405343, Y=0.071545, Z=9.793834 m/s^2 Time of Week: 116680.622993, Week Number: 2371
Acceleration: X=0.398674, Y=0.066777, Z=9.800520 m/s^2 Time of Week: 116680.625993, Week Number: 2371
Acceleration: X=0.393381, Y=0.070726, Z=9.794265 m/s^2 Time of Week: 116680.628993, Week Number: 2371
Acceleration: X=0.395813, Y=0.068801, Z=9.791009 m/s^2 Time of Week: 116680.631993, Week Number: 2371
Acceleration: X=0.402754, Y=0.071488, Z=9.789674 m/s^2 Time of Week: 116680.634993, Week Number: 2371
Acceleration: X=0.397321, Y=0.071811, Z=9.798916 m/s^2 Time of Week: 116680.637993, Week Number: 2371
Acceleration: X=0.401923, Y=0.075459, Z=9.788895 m/s^2 Time of Week: 116680.640993, Week Number: 2371
Acceleration: X=0.396777, Y=0.071551, Z=9.799121 m/s^2 Time of Week: 116680.643993, Week Number: 2371
Acceleration: X=0.401513, Y=0.072153, Z=9.796336 m/s^2 Time of Week: 116680.646993, Week Number: 2371
Acceleration: X=0.410073, Y=0.066496, Z=9.794267 m/s^2 Time of Week: 116680.649993, Week Number: 2371
Acceleration: X=0.407604, Y=0.067723, Z=9.801742 m/s^2 Time of Week: 116680.652993, Week Number: 2371
Acceleration: X=0.403317, Y=0.064619, Z=9.806508 m/s^2 Time of Week: 116680.655993, Week Number: 2371
Acceleration: X=0.400161, Y=0.060451, Z=9.812429 m/s^2 Time of Week: 116680.658993, Week Number: 2371
Acceleration: X=0.402276, Y=0.060748, Z=9.808612 m/s^2 Time of Week: 116680.661993, Week Number: 2371
Acceleration: X=0.404463, Y=0.065743, Z=9.803161 m/s^2 Time of Week: 116680.664993, Week Number: 2371
Acceleration: X=0.411070, Y=0.063134, Z=9.808920 m/s^2 Time of Week: 116680.667993, Week Number: 2371
Acceleration: X=0.415082, Y=0.075786, Z=9.796182 m/s^2 Time of Week: 116680.670993, Week Number: 2371
Acceleration: X=0.411780, Y=0.066935, Z=9.796728 m/s^2 Time of Week: 116680.673993, Week Number: 2371
Acceleration: X=0.403154, Y=0.065913, Z=9.802305 m/s^2 Time of Week: 116680.676993, Week Number: 2371
Acceleration: X=0.407736, Y=0.066700, Z=9.800236 m/s^2 Time of Week: 116680.679993, Week Number: 2371
Acceleration: X=0.405972, Y=0.066034, Z=9.801004 m/s^2 Time of Week: 116680.682993, Week Number: 2371
Acceleration: X=0.407461, Y=0.067295, Z=9.799981 m/s^2 Time of Week: 116680.685993, Week Number: 2371
Acceleration: X=0.406808, Y=0.063736, Z=9.800341 m/s^2 Time of Week: 116680.688993, Week Number: 2371
Acceleration: X=0.402225, Y=0.064348, Z=9.806584 m/s^2 Time of Week: 116680.691993, Week Number: 2371
Acceleration: X=0.406542, Y=0.070226, Z=9.810563 m/s^2 Time of Week: 116680.694993, Week Number: 2371
Acceleration: X=0.412342, Y=0.070208, Z=9.814990 m/s^2 Time of Week: 116680.697993, Week Number: 2371
Acceleration: X=0.407633, Y=0.069838, Z=9.797326 m/s^2 Time of Week: 116680.700993, Week Number: 2371
Acceleration: X=0.406590, Y=0.069649, Z=9.798862 m/s^2 Time of Week: 116680.703993, Week Number: 2371
Acceleration: X=0.403002, Y=0.065333, Z=9.804391 m/s^2 Time of Week: 116680.706993, Week Number: 2371
Acceleration: X=0.405401, Y=0.069377, Z=9.802397 m/s^2 Time of Week: 116680.709993, Week Number: 2371
Acceleration: X=0.400644, Y=0.064175, Z=9.792422 m/s^2 Time of Week: 116680.712993, Week Number: 2371
Acceleration: X=0.395044, Y=0.064814, Z=9.791553 m/s^2 Time of Week: 116680.715993, Week Number: 2371
Acceleration: X=0.396441, Y=0.069829, Z=9.795949 m/s^2 Time of Week: 116680.718993, Week Number: 2371
Acceleration: X=0.394713, Y=0.065544, Z=9.783722 m/s^2 Time of Week: 116680.721993, Week Number: 2371
Acceleration: X=0.393913, Y=0.072877, Z=9.797844 m/s^2 Time of Week: 116680.724993, Week Number: 2371
Acceleration: X=0.400258, Y=0.075123, Z=9.786939 m/s^2 Time of Week: 116680.727993, Week Number: 2371
Acceleration: X=0.393514, Y=0.074235, Z=9.788323 m/s^2 Time of Week: 116680.730993, Week Number: 2371
Acceleration: X=0.395215, Y=0.074488, Z=9.799704 m/s^2 Time of Week: 116680.733993, Week Number: 2371
Acceleration: X=0.395700, Y=0.070968, Z=9.797823 m/s^2 Time of Week: 116680.736993, Week Number: 2371
Acceleration: X=0.386488, Y=0.067803, Z=9.796147 m/s^2 Time of Week: 116680.739993, Week Number: 2371
Acceleration: X=0.392047, Y=0.071005, Z=9.794457 m/s^2 Time of Week: 116680.742993, Week Number: 2371
Acceleration: X=0.390240, Y=0.075510, Z=9.801502 m/s^2 Time of Week: 116680.745993, Week Number: 2371
Acceleration: X=0.396282, Y=0.068285, Z=9.802139 m/s^2 Time of Week: 116680.748993, Week Number: 2371
Acceleration: X=0.399526, Y=0.072248, Z=9.786378 m/s^2 Time of Week: 116680.751993, Week Number: 2371
Acceleration: X=0.388125, Y=0.067871, Z=9.791462 m/s^2 Time of Week: 116680.754994, Week Number: 2371
Acceleration: X=0.399882, Y=0.067777, Z=9.792720 m/s^2 Time of Week: 116680.757994, Week Number: 2371
Acceleration: X=0.402660, Y=0.067295, Z=9.797527 m/s^2 Time of Week: 116680.760994, Week Number: 2371
Acceleration: X=0.405940, Y=0.061127, Z=9.804667 m/s^2 Time of Week: 116680.763994, Week Number: 2371
Acceleration: X=0.404867, Y=0.070410, Z=9.798127 m/s^2 Time of Week: 116680.766994, Week Number: 2371
Acceleration: X=0.402855, Y=0.066157, Z=9.801194 m/s^2 Time of Week: 116680.769994, Week Number: 2371
Acceleration: X=0.394208, Y=0.066365, Z=9.808397 m/s^2 Time of Week: 116680.772994, Week Number: 2371
Acceleration: X=0.400622, Y=0.067936, Z=9.810946 m/s^2 Time of Week: 116680.775994, Week Number: 2371
Acceleration: X=0.409011, Y=0.065749, Z=9.811458 m/s^2 Time of Week: 116680.778994, Week Number: 2371
